vwap_window,z_window,z_threshold,rsi_long,rsi_short,volume_multiple,atr_stop,max_hold,markov_gate,train_trades,test_trades,test_sharpe,test_net_return,test_max_drawdown,test_win_rate,train_sharpe,gate
90,240,1.5,40,75,1.2,0.8,20,off,70,18,-6.719331,-0.007586,-0.013207,0.3333,-39.327722,no_go
90,360,1.5,40,75,1.2,0.8,20,off,67,17,-6.723631,-0.007691,-0.013507,0.3529,-37.099077,no_go
180,360,2.0,30,65,1.2,0.8,20,off,15,11,-6.727069,-0.006217,-0.010408,0.2727,-19.205966,no_go
90,360,2.5,35,70,1.2,1.2,10,off,5,6,-6.76244,-0.004239,-0.004756,0.5,-11.670073,no_go
180,240,2.0,40,75,1.2,1.2,20,off,45,20,-6.784713,-0.008469,-0.017206,0.4,-28.286083,no_go
90,120,2.0,40,70,1.2,0.8,20,off,24,11,-6.812373,-0.007456,-0.015961,0.2727,-23.217169,no_go
60,360,2.5,30,70,1.2,0.8,10,off,2,4,-6.834059,-0.003181,-0.004747,0.5,-8.055548,no_go
90,360,2.5,30,70,1.2,0.8,10,off,2,4,-6.834059,-0.003181,-0.004747,0.5,-8.055548,no_go
120,240,2.5,30,70,1.2,0.8,10,off,3,4,-6.834059,-0.003181,-0.004747,0.5,-10.090986,no_go
120,360,2.5,30,70,1.2,0.8,10,off,4,4,-6.834059,-0.003181,-0.004747,0.5,-10.271858,no_go
90,360,1.5,40,65,1.0,0.8,20,off,78,29,-6.873516,-0.011144,-0.017261,0.3448,-39.336304,no_go
180,360,1.5,30,65,1.0,1.2,10,off,23,15,-6.888144,-0.008018,-0.013322,0.3333,-18.400784,no_go
60,360,1.5,35,65,1.0,0.8,10,off,45,20,-6.901046,-0.007978,-0.011343,0.35,-24.781795,no_go
90,360,1.5,40,75,1.2,1.2,20,off,65,17,-6.922646,-0.008693,-0.014309,0.4118,-34.259178,no_go
60,240,2.5,30,65,1.2,1.2,20,off,1,5,-6.934946,-0.005303,-0.005303,0.4,-6.103076,no_go
60,240,2.5,35,65,1.2,1.2,20,off,1,5,-6.934946,-0.005303,-0.005303,0.4,-6.103076,no_go
60,240,2.5,40,65,1.2,1.2,20,off,2,5,-6.934946,-0.005303,-0.005303,0.4,-7.130079,no_go
180,240,2.0,30,65,1.0,0.8,20,off,17,14,-6.985143,-0.007498,-0.010026,0.2857,-21.471406,no_go
60,120,2.0,35,65,1.0,1.2,10,off,14,10,-6.988748,-0.007474,-0.011978,0.3,-16.859074,no_go
180,360,1.5,35,70,1.0,1.2,10,off,35,18,-7.027102,-0.007759,-0.012077,0.3889,-22.563078,no_go
180,360,1.5,35,65,1.2,1.2,20,off,43,24,-7.030546,-0.010289,-0.015895,0.375,-22.822046,no_go
90,120,2.0,40,70,1.0,0.8,20,off,30,12,-7.042789,-0.007708,-0.016211,0.25,-27.010283,no_go
60,360,1.5,35,65,1.0,1.2,10,off,44,19,-7.059483,-0.008755,-0.011531,0.3684,-23.571849,no_go
180,360,2.5,40,65,1.0,1.2,10,off,29,14,-7.067164,-0.007773,-0.013833,0.4286,-18.500634,no_go
180,360,2.0,30,65,1.2,1.2,20,off,15,10,-7.091616,-0.007088,-0.010749,0.3,-18.617325,no_go
120,360,2.5,40,75,1.0,0.8,10,off,13,5,-7.09238,-0.003605,-0.005248,0.4,-16.638527,no_go
60,240,2.0,35,65,1.0,1.2,10,off,16,15,-7.098405,-0.008048,-0.009306,0.4,-20.390286,no_go
120,240,2.0,40,70,1.0,1.2,10,off,39,18,-7.102205,-0.008178,-0.011696,0.4444,-22.682764,no_go
120,360,1.5,35,70,1.0,1.2,10,off,37,18,-7.120766,-0.007844,-0.012161,0.3889,-24.372307,no_go
60,360,1.5,30,65,1.2,0.8,20,off,17,13,-7.15065,-0.007101,-0.010499,0.3077,-13.888467,no_go
90,240,2.0,40,70,1.0,0.8,10,off,34,15,-7.158811,-0.007609,-0.00965,0.4,-25.217053,no_go
90,360,2.0,40,70,1.0,0.8,10,off,29,15,-7.158811,-0.007609,-0.00965,0.4,-22.465255,no_go
90,240,2.0,40,70,1.0,1.2,10,off,33,14,-7.162002,-0.008001,-0.010611,0.4286,-24.165014,no_go
90,360,2.0,40,70,1.0,1.2,10,off,28,14,-7.162002,-0.008001,-0.010611,0.4286,-21.494318,no_go
90,240,2.0,35,65,1.0,1.2,10,off,26,15,-7.16628,-0.008137,-0.009746,0.4,-25.245856,no_go
180,240,2.0,40,70,1.0,0.8,20,off,49,26,-7.21375,-0.010473,-0.020465,0.3462,-33.164375,no_go
120,240,2.0,40,65,1.2,1.2,20,off,42,21,-7.234873,-0.010262,-0.012558,0.4286,-28.284058,no_go
120,360,1.5,30,65,1.2,0.8,20,off,21,13,-7.294802,-0.007268,-0.010665,0.3077,-19.079351,no_go
90,120,2.0,30,70,1.0,0.8,20,off,6,4,-7.296989,-0.004093,-0.007002,0.25,-9.02057,no_go
90,120,2.0,30,70,1.2,0.8,20,off,6,4,-7.296989,-0.004093,-0.007002,0.25,-9.02057,no_go
180,120,2.5,30,70,1.0,0.8,20,off,6,4,-7.296989,-0.004093,-0.007002,0.25,-8.894855,no_go
180,120,2.5,30,70,1.2,0.8,20,off,6,4,-7.296989,-0.004093,-0.007002,0.25,-8.894855,no_go
120,120,2.0,40,75,1.2,1.2,20,off,31,13,-7.336933,-0.007637,-0.013258,0.2308,-28.191442,no_go
120,120,2.0,30,70,1.2,1.2,20,off,6,6,-7.343661,-0.005585,-0.00849,0.3333,-9.595208,no_go
180,120,2.0,30,70,1.2,1.2,20,off,14,6,-7.343661,-0.005585,-0.00849,0.3333,-11.952085,no_go
180,240,2.0,30,70,1.2,1.2,20,off,9,6,-7.343661,-0.005585,-0.00849,0.3333,-13.869815,no_go
180,240,2.5,30,70,1.2,1.2,20,off,6,6,-7.343661,-0.005585,-0.00849,0.3333,-11.900323,no_go
180,360,2.0,30,70,1.2,1.2,20,off,9,6,-7.343661,-0.005585,-0.00849,0.3333,-14.806033,no_go
60,240,1.5,30,70,1.2,1.2,20,off,12,6,-7.353686,-0.005595,-0.008499,0.3333,-13.585174,no_go
60,240,2.0,30,70,1.2,1.2,20,off,4,6,-7.353686,-0.005595,-0.008499,0.3333,-11.002473,no_go
60,360,1.5,30,70,1.2,1.2,20,off,11,6,-7.353686,-0.005595,-0.008499,0.3333,-12.986316,no_go
120,120,1.5,35,75,1.2,1.2,20,off,40,16,-7.374677,-0.008591,-0.015448,0.375,-25.767718,no_go
180,240,2.0,35,70,1.0,0.8,10,off,29,17,-7.387156,-0.007336,-0.007942,0.3529,-23.770679,no_go
60,240,1.5,30,65,1.0,1.2,10,off,21,15,-7.389449,-0.008777,-0.010828,0.3333,-17.19093,no_go
120,120,2.0,40,70,1.2,0.8,20,off,34,16,-7.390798,-0.008119,-0.013932,0.25,-28.916536,no_go
60,120,2.5,30,65,1.0,1.2,20,off,4,3,-7.411892,-0.005187,-0.005187,0.3333,-7.300105,no_go
60,120,2.5,30,65,1.2,1.2,20,off,4,3,-7.411892,-0.005187,-0.005187,0.3333,-7.300105,no_go
60,120,2.5,35,65,1.0,1.2,20,off,7,3,-7.411892,-0.005187,-0.005187,0.3333,-11.617103,no_go
60,120,2.5,35,65,1.2,1.2,20,off,7,3,-7.411892,-0.005187,-0.005187,0.3333,-11.617103,no_go
60,120,2.5,40,65,1.0,1.2,20,off,7,3,-7.411892,-0.005187,-0.005187,0.3333,-11.617103,no_go
60,120,2.5,40,65,1.2,1.2,20,off,7,3,-7.411892,-0.005187,-0.005187,0.3333,-11.617103,no_go
60,360,2.5,35,70,1.2,1.2,10,off,3,7,-7.413584,-0.004656,-0.004997,0.4286,-9.694169,no_go
90,360,1.5,40,75,1.0,1.2,20,off,66,17,-7.417199,-0.00924,-0.014853,0.4118,-34.25047,no_go
120,360,2.0,40,65,1.0,1.2,10,off,42,18,-7.436619,-0.00892,-0.013076,0.4444,-22.851904,no_go
180,360,2.0,35,65,1.0,1.2,10,off,33,18,-7.463893,-0.008864,-0.011472,0.3333,-23.378462,no_go
180,360,1.5,30,65,1.0,0.8,10,off,23,16,-7.477233,-0.008323,-0.012735,0.3125,-18.298673,no_go
60,360,1.5,40,65,1.2,1.2,20,off,58,23,-7.478869,-0.011382,-0.016499,0.3913,-28.588635,no_go
60,240,2.0,40,70,1.0,1.2,10,off,18,15,-7.491487,-0.008283,-0.009943,0.4,-19.105282,no_go
90,240,2.0,35,65,1.0,0.8,10,off,27,16,-7.491546,-0.007891,-0.009791,0.375,-26.265953,no_go
180,240,2.5,40,70,1.0,0.8,10,off,15,15,-7.505093,-0.007727,-0.009768,0.4,-15.485384,no_go
90,120,1.5,35,70,1.2,0.8,20,off,42,19,-7.545817,-0.008709,-0.014519,0.3158,-27.573022,no_go
120,120,2.0,40,75,1.0,1.2,20,off,34,14,-7.578694,-0.007889,-0.013509,0.2143,-29.39859,no_go
120,120,1.5,35,75,1.0,1.2,20,off,41,17,-7.590978,-0.008843,-0.015698,0.3529,-26.44323,no_go
60,240,1.5,30,65,1.0,0.8,10,off,21,16,-7.605696,-0.008512,-0.01051,0.3125,-16.411068,no_go
120,360,1.5,30,70,1.2,1.2,20,off,12,6,-7.607782,-0.005845,-0.008749,0.3333,-15.444985,no_go
120,120,1.5,35,70,1.0,1.2,20,off,45,23,-7.61321,-0.01139,-0.021705,0.3478,-27.121108,no_go
120,240,2.0,40,70,1.0,0.8,10,off,40,19,-7.613266,-0.008424,-0.010736,0.4211,-24.791098,no_go
90,240,2.5,30,65,1.2,0.8,20,off,3,6,-7.644521,-0.005164,-0.005624,0.3333,-10.562532,no_go
60,120,1.5,30,70,1.2,0.8,20,off,9,7,-7.686166,-0.005198,-0.008103,0.2857,-11.617008,no_go
180,120,1.5,35,70,1.0,1.2,20,off,48,23,-7.695694,-0.011528,-0.021842,0.3478,-25.555397,no_go
180,360,2.0,35,65,1.0,0.8,10,off,34,19,-7.698229,-0.008604,-0.010643,0.3158,-25.17865,no_go
180,240,2.5,35,65,1.0,0.8,10,off,14,14,-7.699681,-0.007721,-0.009762,0.3571,-14.485143,no_go
180,240,2.5,40,65,1.0,1.2,10,off,17,16,-7.713559,-0.008465,-0.011074,0.4375,-15.922178,no_go
90,360,2.5,40,70,1.2,1.2,10,off,6,8,-7.768263,-0.005441,-0.005782,0.5,-12.126915,no_go
90,240,2.5,35,70,1.2,1.2,10,off,2,5,-7.771641,-0.004841,-0.005182,0.4,-7.818146,no_go
90,240,2.5,40,70,1.2,1.2,10,off,5,5,-7.771641,-0.004841,-0.005182,0.4,-10.401967,no_go
120,240,2.0,35,75,1.0,0.8,10,off,21,9,-7.776855,-0.003779,-0.004683,0.4444,-18.43669,no_go
120,240,2.0,35,75,1.2,0.8,10,off,21,9,-7.776855,-0.003779,-0.004683,0.4444,-18.43669,no_go
120,120,2.5,30,65,1.0,0.8,20,off,3,4,-7.799282,-0.004491,-0.007399,0.25,-5.930825,no_go
120,120,2.5,30,65,1.2,0.8,20,off,3,4,-7.799282,-0.004491,-0.007399,0.25,-5.930825,no_go
180,240,2.0,40,75,1.2,0.8,20,off,47,20,-7.802947,-0.008965,-0.014774,0.35,-32.02102,no_go
60,240,1.5,40,65,1.0,1.2,20,off,64,30,-7.803751,-0.013158,-0.018266,0.3333,-32.415217,no_go
120,240,1.5,30,70,1.2,0.8,20,off,12,7,-7.876255,-0.005365,-0.00827,0.2857,-15.044048,no_go
180,120,1.5,30,70,1.2,0.8,20,off,14,7,-7.876255,-0.005365,-0.00827,0.2857,-10.747621,no_go
180,240,1.5,30,70,1.2,0.8,20,off,12,7,-7.876255,-0.005365,-0.00827,0.2857,-10.625177,no_go
180,360,1.5,30,70,1.2,0.8,20,off,12,7,-7.876255,-0.005365,-0.00827,0.2857,-13.319953,no_go
90,240,1.5,30,70,1.2,0.8,20,off,10,7,-7.883613,-0.005371,-0.008276,0.2857,-13.593882,no_go
60,360,2.5,30,70,1.2,1.2,10,off,2,4,-7.951625,-0.004658,-0.006222,0.5,-7.818146,no_go
90,360,2.5,30,70,1.2,1.2,10,off,2,4,-7.951625,-0.004658,-0.006222,0.5,-7.818146,no_go
120,240,2.5,30,70,1.2,1.2,10,off,3,4,-7.951625,-0.004658,-0.006222,0.5,-9.907617,no_go
120,360,2.5,30,70,1.2,1.2,10,off,4,4,-7.951625,-0.004658,-0.006222,0.5,-10.059471,no_go
180,120,2.0,40,70,1.0,1.2,20,off,45,23,-7.974617,-0.011737,-0.021658,0.3478,-28.040295,no_go
60,360,2.0,40,70,1.0,1.2,10,off,23,15,-7.989205,-0.008953,-0.010611,0.4,-20.645026,no_go
180,240,2.0,30,65,1.0,1.2,20,off,17,13,-8.025986,-0.009344,-0.010553,0.3077,-20.684096,no_go
120,240,2.0,35,65,1.0,1.2,10,off,27,17,-8.045162,-0.009225,-0.009746,0.4118,-20.216274,no_go
60,360,2.5,40,75,1.0,0.8,10,off,3,6,-8.053692,-0.004193,-0.006177,0.3333,-2.557222,no_go
60,360,1.5,30,65,1.2,1.2,20,off,17,12,-8.078155,-0.008792,-0.011429,0.3333,-14.856588,no_go
90,360,2.0,40,65,1.0,1.2,10,off,33,19,-8.093999,-0.010489,-0.014083,0.4211,-23.159484,no_go
60,240,2.0,30,65,1.2,0.8,20,off,6,9,-8.099669,-0.006267,-0.006727,0.3333,-13.441341,no_go
90,240,1.5,35,70,1.2,1.2,20,off,37,17,-8.100009,-0.010534,-0.01614,0.4118,-23.32816,no_go
120,120,2.0,40,65,1.0,0.8,20,off,39,24,-8.116356,-0.011259,-0.016686,0.25,-31.139215,no_go
180,240,2.5,30,65,1.2,0.8,20,off,7,7,-8.118533,-0.005588,-0.008493,0.2857,-13.004343,no_go
180,240,1.5,35,70,1.2,1.2,20,off,41,18,-8.12926,-0.010483,-0.016088,0.3889,-20.448104,no_go
90,240,1.5,30,65,1.0,1.2,10,off,20,16,-8.152669,-0.009775,-0.013273,0.3125,-18.036264,no_go
120,240,1.5,35,70,1.2,0.8,20,off,42,19,-8.157073,-0.009561,-0.015367,0.3158,-28.162593,no_go
90,240,1.5,30,65,1.0,0.8,10,off,20,17,-8.172183,-0.009195,-0.012641,0.2941,-17.874446,no_go
180,120,2.0,40,70,1.0,0.8,20,off,46,23,-8.195931,-0.011174,-0.017939,0.3043,-28.738676,no_go
180,120,1.5,35,75,1.2,0.8,20,off,44,17,-8.209308,-0.008915,-0.014724,0.2941,-28.326564,no_go
60,120,2.0,30,70,1.2,0.8,10,off,4,3,-8.216476,-0.003784,-0.005349,0.3333,-7.800592,no_go
60,240,2.5,30,70,1.2,0.8,10,off,1,3,-8.216476,-0.003784,-0.005349,0.3333,-6.103076,no_go
60,240,2.5,35,70,1.2,0.8,10,off,1,3,-8.216476,-0.003784,-0.005349,0.3333,-6.103076,no_go
60,240,2.5,40,70,1.2,0.8,10,off,2,3,-8.216476,-0.003784,-0.005349,0.3333,-7.907339,no_go
90,240,2.5,30,70,1.2,0.8,10,off,2,3,-8.216476,-0.003784,-0.005349,0.3333,-8.055548,no_go
120,120,2.5,30,70,1.0,0.8,10,off,3,3,-8.216476,-0.003784,-0.005349,0.3333,-6.856464,no_go
120,120,2.5,30,70,1.2,0.8,10,off,3,3,-8.216476,-0.003784,-0.005349,0.3333,-6.856464,no_go
180,120,2.5,35,70,1.0,0.8,20,off,12,5,-8.255172,-0.004654,-0.007562,0.2,-12.568898,no_go
180,120,2.5,35,70,1.2,0.8,20,off,12,5,-8.255172,-0.004654,-0.007562,0.2,-12.568898,no_go
180,120,2.5,40,70,1.0,0.8,20,off,13,5,-8.255172,-0.004654,-0.007562,0.2,-13.783312,no_go
180,120,2.5,40,70,1.2,0.8,20,off,13,5,-8.255172,-0.004654,-0.007562,0.2,-13.783312,no_go
90,120,2.0,40,70,1.2,1.2,20,off,24,11,-8.259169,-0.009612,-0.018098,0.2727,-23.468456,no_go
120,360,1.5,30,65,1.2,1.2,20,off,21,12,-8.268566,-0.009042,-0.011678,0.3333,-18.895416,no_go
60,240,2.5,30,65,1.2,0.8,10,off,1,5,-8.278109,-0.004721,-0.004721,0.4,-6.103076,no_go
60,240,2.5,35,65,1.2,0.8,10,off,1,5,-8.278109,-0.004721,-0.004721,0.4,-6.103076,no_go
60,240,2.5,40,65,1.2,0.8,10,off,2,5,-8.278109,-0.004721,-0.004721,0.4,-7.907339,no_go
90,240,1.5,40,75,1.2,1.2,20,off,68,18,-8.302456,-0.010417,-0.016023,0.3889,-36.08209,no_go
60,120,2.0,35,70,1.2,0.8,20,off,11,4,-8.305249,-0.004955,-0.007861,0.25,-14.631823,no_go
120,120,2.5,35,70,1.0,0.8,20,off,6,4,-8.305249,-0.004955,-0.007861,0.25,-11.407763,no_go
120,120,2.5,35,70,1.2,0.8,20,off,6,4,-8.305249,-0.004955,-0.007861,0.25,-11.407763,no_go
120,120,2.5,40,70,1.0,0.8,20,off,9,4,-8.305249,-0.004955,-0.007861,0.25,-15.169291,no_go
120,120,2.5,40,70,1.2,0.8,20,off,8,4,-8.305249,-0.004955,-0.007861,0.25,-13.921955,no_go
120,120,2.0,30,65,1.0,1.2,10,off,8,12,-8.313962,-0.009063,-0.011046,0.3333,-14.127922,no_go
120,360,2.0,35,65,1.0,0.8,10,off,29,15,-8.31835,-0.008393,-0.00861,0.3333,-22.319645,no_go
120,240,2.5,30,65,1.2,1.2,20,off,4,8,-8.351247,-0.007328,-0.007328,0.375,-12.168477,no_go
60,120,1.5,35,65,1.2,1.2,20,off,34,24,-8.355306,-0.012057,-0.015954,0.3333,-25.793194,no_go
120,240,2.0,35,65,1.0,0.8,10,off,28,18,-8.426089,-0.008979,-0.009791,0.3889,-22.158608,no_go
180,120,1.5,35,75,1.0,0.8,20,off,45,18,-8.440628,-0.009166,-0.014974,0.2778,-28.920772,no_go
90,120,1.5,35,65,1.0,0.8,20,off,49,33,-8.456549,-0.013197,-0.017259,0.303,-30.773139,no_go
90,120,2.0,40,70,1.0,1.2,20,off,30,12,-8.475187,-0.009863,-0.018348,0.25,-27.227405,no_go
90,360,1.5,40,70,1.2,0.8,20,off,69,20,-8.481444,-0.010577,-0.016376,0.35,-38.086237,no_go
60,240,1.5,35,75,1.2,1.2,10,off,31,8,-8.48777,-0.004631,-0.006625,0.375,-22.64753,no_go
180,360,1.5,35,65,1.2,0.8,20,off,44,25,-8.518724,-0.011691,-0.017484,0.32,-24.932326,no_go
60,360,2.0,30,65,1.2,1.2,20,off,8,8,-8.560888,-0.007568,-0.007568,0.375,-13.991988,no_go
120,360,2.0,35,75,1.0,0.8,10,off,22,8,-8.581033,-0.004128,-0.006123,0.375,-19.145792,no_go
120,360,2.0,35,75,1.2,0.8,10,off,22,8,-8.581033,-0.004128,-0.006123,0.375,-19.145792,no_go
180,360,2.5,40,75,1.0,0.8,10,off,25,9,-8.61598,-0.00529,-0.006275,0.4444,-19.062751,no_go
90,240,1.5,40,70,1.0,0.8,20,off,74,26,-8.632326,-0.012565,-0.018901,0.3077,-41.176301,no_go
90,120,2.0,30,70,1.0,1.2,20,off,6,4,-8.642697,-0.005799,-0.008703,0.25,-9.595208,no_go
90,120,2.0,30,70,1.2,1.2,20,off,6,4,-8.642697,-0.005799,-0.008703,0.25,-9.595208,no_go
180,120,2.5,30,70,1.0,1.2,20,off,6,4,-8.642697,-0.005799,-0.008703,0.25,-9.447442,no_go
180,120,2.5,30,70,1.2,1.2,20,off,6,4,-8.642697,-0.005799,-0.008703,0.25,-9.447442,no_go
180,240,2.0,40,75,1.0,1.2,20,off,45,21,-8.650106,-0.010822,-0.018997,0.381,-28.286083,no_go
60,240,1.5,40,75,1.0,0.8,20,off,53,17,-8.687703,-0.009819,-0.016234,0.2941,-31.327473,no_go
90,360,2.0,40,65,1.0,0.8,10,off,34,21,-8.706133,-0.01075,-0.014344,0.381,-24.025465,no_go
90,360,2.0,30,65,1.2,1.2,10,off,8,10,-8.722488,-0.0077,-0.011305,0.4,-12.911166,no_go
120,360,2.0,35,70,1.2,1.2,10,off,23,11,-8.727486,-0.006606,-0.006717,0.4545,-18.61778,no_go
180,240,2.5,35,65,1.0,1.2,10,off,14,14,-8.772707,-0.00958,-0.012186,0.3571,-14.160021,no_go
90,240,1.5,35,65,1.2,0.8,20,off,45,26,-8.797302,-0.012217,-0.019695,0.3462,-27.441703,no_go
120,240,1.5,30,65,1.2,0.8,20,off,19,14,-8.826123,-0.008918,-0.010665,0.2857,-17.237753,no_go
120,120,2.0,40,65,1.0,1.2,20,off,39,23,-8.836721,-0.012984,-0.016345,0.2609,-31.127567,no_go
60,360,2.0,30,70,1.2,1.2,10,off,6,5,-8.846736,-0.005206,-0.006769,0.4,-13.164953,no_go
90,240,2.0,30,70,1.2,1.2,10,off,9,5,-8.846736,-0.005206,-0.006769,0.4,-13.444569,no_go
90,360,1.5,30,70,1.2,1.2,10,off,10,5,-8.846736,-0.005206,-0.006769,0.4,-14.745524,no_go
90,360,2.0,30,70,1.2,1.2,10,off,5,5,-8.846736,-0.005206,-0.006769,0.4,-11.672291,no_go
120,240,2.0,30,70,1.2,1.2,10,off,8,5,-8.846736,-0.005206,-0.006769,0.4,-10.179329,no_go
120,360,2.0,30,70,1.2,1.2,10,off,8,5,-8.846736,-0.005206,-0.006769,0.4,-12.25864,no_go
180,360,2.5,30,70,1.2,1.2,10,off,7,5,-8.846736,-0.005206,-0.006769,0.4,-10.632709,no_go
90,360,2.5,30,65,1.2,1.2,20,off,3,6,-8.854053,-0.007296,-0.007296,0.3333,-10.558357,no_go
90,120,1.5,35,65,1.0,1.2,20,off,49,32,-8.863073,-0.014747,-0.018356,0.3438,-30.406701,no_go
90,360,1.5,35,65,1.0,0.8,10,off,47,22,-8.878129,-0.010468,-0.012675,0.3636,-28.101916,no_go
90,120,1.5,30,65,1.0,0.8,20,off,19,21,-8.913089,-0.011269,-0.013798,0.2857,-17.398674,no_go
180,360,2.5,40,65,1.0,0.8,10,off,30,16,-8.914507,-0.009623,-0.014351,0.375,-20.9311,no_go
90,360,1.5,40,75,1.0,0.8,20,off,68,18,-8.924306,-0.010542,-0.016342,0.3333,-37.08968,no_go
120,360,2.0,40,75,1.2,0.8,10,off,36,12,-8.940398,-0.00593,-0.00593,0.4167,-22.166793,no_go
60,240,1.5,35,75,1.0,1.2,10,off,31,9,-8.942005,-0.004883,-0.006877,0.3333,-22.64753,no_go
180,120,2.0,30,65,1.0,1.2,20,off,19,14,-8.9463,-0.010516,-0.011723,0.2857,-16.654883,no_go
60,120,1.5,30,65,1.0,0.8,10,off,15,17,-8.952967,-0.010134,-0.012194,0.2941,-16.884223,no_go
180,120,1.5,35,75,1.2,1.2,20,off,43,17,-8.974213,-0.010616,-0.017459,0.3529,-25.680522,no_go
60,120,2.0,30,70,1.2,1.2,10,off,4,3,-9.041301,-0.00526,-0.006823,0.3333,-7.951649,no_go
60,240,2.5,30,70,1.2,1.2,10,off,1,3,-9.041301,-0.00526,-0.006823,0.3333,-6.103076,no_go
60,240,2.5,35,70,1.2,1.2,10,off,1,3,-9.041301,-0.00526,-0.006823,0.3333,-6.103076,no_go
60,240,2.5,40,70,1.2,1.2,10,off,2,3,-9.041301,-0.00526,-0.006823,0.3333,-7.907339,no_go
90,240,2.5,30,70,1.2,1.2,10,off,2,3,-9.041301,-0.00526,-0.006823,0.3333,-7.818146,no_go
120,120,2.5,30,70,1.0,1.2,10,off,3,3,-9.041301,-0.00526,-0.006823,0.3333,-6.872924,no_go
120,120,2.5,30,70,1.2,1.2,10,off,3,3,-9.041301,-0.00526,-0.006823,0.3333,-6.872924,no_go
180,360,1.5,35,70,1.0,0.8,10,off,36,18,-9.063105,-0.009158,-0.009764,0.3333,-24.267802,no_go
180,120,2.0,30,65,1.0,0.8,20,off,19,15,-9.081006,-0.01002,-0.012541,0.2667,-15.701682,no_go
120,120,2.0,35,70,1.0,0.8,10,off,21,15,-9.103976,-0.009215,-0.011253,0.2667,-23.456008,no_go
90,120,1.5,35,70,1.2,1.2,20,off,42,19,-9.109065,-0.011704,-0.017303,0.3684,-26.996492,no_go
180,240,1.5,35,70,1.0,1.2,10,off,41,19,-9.117999,-0.010231,-0.014538,0.3684,-23.970206,no_go
60,120,1.5,35,70,1.0,0.8,10,off,30,17,-9.144226,-0.009269,-0.011307,0.2941,-24.060683,no_go
120,120,2.0,30,65,1.0,0.8,10,off,8,13,-9.166686,-0.009428,-0.011059,0.3077,-14.258065,no_go
60,120,2.5,30,65,1.0,0.8,10,off,4,3,-9.171864,-0.004633,-0.004633,0.3333,-7.985147,no_go
60,120,2.5,30,65,1.2,0.8,10,off,4,3,-9.171864,-0.004633,-0.004633,0.3333,-7.985147,no_go
60,120,2.5,35,65,1.0,0.8,10,off,7,3,-9.171864,-0.004633,-0.004633,0.3333,-12.240061,no_go
60,120,2.5,35,65,1.2,0.8,10,off,7,3,-9.171864,-0.004633,-0.004633,0.3333,-12.240061,no_go
60,120,2.5,40,65,1.0,0.8,10,off,7,3,-9.171864,-0.004633,-0.004633,0.3333,-12.240061,no_go
60,120,2.5,40,65,1.2,0.8,10,off,7,3,-9.171864,-0.004633,-0.004633,0.3333,-12.240061,no_go
180,120,1.5,35,75,1.0,1.2,20,off,44,18,-9.186399,-0.010867,-0.017708,0.3333,-26.333664,no_go
120,120,2.5,30,65,1.0,1.2,20,off,3,4,-9.229942,-0.006395,-0.009297,0.25,-6.371191,no_go
120,120,2.5,30,65,1.2,1.2,20,off,3,4,-9.229942,-0.006395,-0.009297,0.25,-6.371191,no_go
180,240,2.0,40,70,1.2,1.2,20,off,47,23,-9.236198,-0.012818,-0.019247,0.3913,-29.574174,no_go
120,240,2.5,35,70,1.2,0.8,10,off,5,7,-9.254976,-0.005477,-0.005944,0.4286,-12.93004,no_go
120,240,2.5,40,70,1.2,0.8,10,off,6,7,-9.254976,-0.005477,-0.005944,0.4286,-13.414831,no_go
120,360,2.5,35,70,1.2,0.8,10,off,12,7,-9.254976,-0.005477,-0.005944,0.4286,-19.127056,no_go
120,360,2.5,40,70,1.2,0.8,10,off,15,7,-9.254976,-0.005477,-0.005944,0.4286,-18.322048,no_go
180,240,2.0,35,75,1.0,1.2,10,off,26,13,-9.258649,-0.005709,-0.005745,0.3846,-20.169622,no_go
180,240,2.0,35,75,1.2,1.2,10,off,26,13,-9.258649,-0.005709,-0.005745,0.3846,-20.169622,no_go
180,360,1.5,35,75,1.0,1.2,10,off,32,13,-9.258649,-0.005709,-0.005745,0.3846,-21.247417,no_go
180,360,1.5,35,75,1.2,1.2,10,off,32,13,-9.258649,-0.005709,-0.005745,0.3846,-21.247417,no_go
60,120,2.0,35,70,1.2,1.2,20,off,11,4,-9.260658,-0.006429,-0.009331,0.25,-15.133805,no_go
120,120,2.5,35,70,1.0,1.2,20,off,6,4,-9.260658,-0.006429,-0.009331,0.25,-11.520788,no_go
120,120,2.5,35,70,1.2,1.2,20,off,6,4,-9.260658,-0.006429,-0.009331,0.25,-11.520788,no_go
120,120,2.5,40,70,1.0,1.2,20,off,9,4,-9.260658,-0.006429,-0.009331,0.25,-14.946604,no_go
120,120,2.5,40,70,1.2,1.2,20,off,8,4,-9.260658,-0.006429,-0.009331,0.25,-13.69843,no_go
90,360,2.5,30,65,1.2,0.8,20,off,3,7,-9.26395,-0.006741,-0.007026,0.2857,-10.562532,no_go
120,360,1.5,40,70,1.0,1.2,20,off,66,28,-9.268254,-0.014675,-0.023095,0.3571,-34.287055,no_go
90,120,1.5,30,65,1.0,1.2,20,off,19,20,-9.291545,-0.012414,-0.013173,0.3,-18.333901,no_go
180,240,2.5,40,65,1.0,0.8,10,off,17,16,-9.298267,-0.009772,-0.011808,0.375,-16.825072,no_go
60,240,1.5,40,70,1.2,0.8,20,off,53,19,-9.300405,-0.011255,-0.016856,0.3158,-30.824195,no_go
