vwap_window,z_window,z_threshold,rsi_long,rsi_short,volume_multiple,atr_stop,max_hold,markov_gate,train_trades,test_trades,test_sharpe,test_net_return,test_max_drawdown,test_win_rate,train_sharpe,gate
90,360,1.5,35,65,1.0,0.8,20,off,47,22,0.726186,0.000972,-0.007455,0.4091,-26.725012,go
120,360,2.0,40,65,1.0,0.8,20,off,43,20,0.69629,0.000877,-0.007625,0.45,-29.332922,go
120,240,2.0,40,70,1.0,1.2,20,off,39,18,0.686397,0.000901,-0.010727,0.5,-26.266592,go
60,240,2.5,40,70,1.0,0.8,20,off,3,5,0.682105,0.000568,-0.008207,0.4,-9.543173,no_go
90,360,2.5,40,65,1.2,1.2,20,off,7,10,0.667562,0.000698,-0.004799,0.5,-12.546949,go
180,240,2.5,40,65,1.0,0.8,20,off,17,16,0.651101,0.000756,-0.009075,0.4375,-18.996547,go
60,240,2.5,30,65,1.0,1.2,20,off,2,6,0.614106,0.000566,-0.004872,0.5,-8.616879,no_go
60,240,2.5,35,65,1.0,1.2,20,off,2,6,0.614106,0.000566,-0.004872,0.5,-8.616879,no_go
180,360,2.0,35,70,1.2,0.8,20,off,26,13,0.596726,0.000588,-0.007519,0.4615,-20.682665,go
120,240,1.5,30,70,1.0,0.8,20,off,12,8,0.583229,0.000505,-0.006393,0.375,-15.044048,no_go
180,120,1.5,30,70,1.0,0.8,20,off,14,8,0.583229,0.000505,-0.006393,0.375,-10.747621,no_go
180,240,1.5,30,70,1.0,0.8,20,off,12,8,0.583229,0.000505,-0.006393,0.375,-10.625177,no_go
180,360,1.5,30,70,1.0,0.8,20,off,12,8,0.583229,0.000505,-0.006393,0.375,-13.319953,no_go
180,240,2.0,35,70,1.0,0.8,20,off,29,17,0.581534,0.000681,-0.009187,0.4118,-23.956395,go
90,240,1.5,30,70,1.0,0.8,20,off,10,8,0.576223,0.000498,-0.0064,0.375,-13.593882,no_go
60,360,2.5,30,65,1.0,1.2,20,off,3,8,0.539097,0.000523,-0.004916,0.5,-10.558615,no_go
60,120,1.5,35,70,1.0,1.2,20,off,30,17,0.483219,0.000572,-0.008176,0.4118,-23.610394,go
60,240,2.0,40,65,1.0,0.8,20,off,22,18,0.47857,0.000569,-0.008228,0.4444,-24.734124,go
90,360,1.5,35,65,1.0,1.2,20,off,46,21,0.444996,0.000593,-0.008073,0.4762,-25.198465,go
120,360,1.5,35,70,1.0,0.8,20,off,38,18,0.419119,0.000469,-0.007924,0.3889,-24.369635,go
90,360,1.5,30,65,1.0,0.8,20,off,18,13,0.417659,0.000427,-0.005251,0.3846,-16.863078,go
60,120,2.0,35,75,1.0,0.8,20,off,9,3,0.360513,0.000142,-0.002779,0.3333,-14.356126,no_go
60,120,2.0,35,75,1.0,1.2,20,off,9,3,0.360513,0.000142,-0.002779,0.3333,-14.740662,no_go
180,240,2.5,30,65,1.0,0.8,20,off,8,8,0.33961,0.00028,-0.006617,0.375,-13.923221,no_go
120,120,2.0,30,70,1.0,1.2,20,off,6,7,0.329013,0.000283,-0.006271,0.4286,-9.595208,no_go
180,120,2.0,30,70,1.0,1.2,20,off,14,7,0.329013,0.000283,-0.006271,0.4286,-11.952085,no_go
180,240,2.0,30,70,1.0,1.2,20,off,9,7,0.329013,0.000283,-0.006271,0.4286,-13.869815,no_go
180,240,2.5,30,70,1.0,1.2,20,off,6,7,0.329013,0.000283,-0.006271,0.4286,-11.900323,no_go
180,360,2.0,30,70,1.0,1.2,20,off,9,7,0.329013,0.000283,-0.006271,0.4286,-14.806033,no_go
60,240,2.0,40,70,1.2,0.8,20,off,17,13,0.326517,0.000302,-0.006922,0.4615,-21.45963,go
60,240,1.5,30,70,1.0,1.2,20,off,12,7,0.31918,0.000273,-0.00628,0.4286,-13.585174,no_go
60,240,2.0,30,70,1.0,1.2,20,off,4,7,0.31918,0.000273,-0.00628,0.4286,-11.002473,no_go
60,360,1.5,30,70,1.0,1.2,20,off,11,7,0.31918,0.000273,-0.00628,0.4286,-12.986316,no_go
60,360,2.0,40,65,1.0,1.2,20,off,26,18,0.288782,0.000328,-0.004799,0.5,-23.656779,no_go
90,120,2.0,35,70,1.2,1.2,20,off,15,7,0.280112,0.000236,-0.008335,0.4286,-17.897224,no_go
60,360,2.5,30,65,1.0,0.8,10,off,3,8,0.195783,0.000143,-0.005111,0.5,-10.07514,no_go
60,360,2.5,35,65,1.0,0.8,10,off,4,11,0.194544,0.000145,-0.00544,0.4545,-11.644426,no_go
60,360,2.0,40,65,1.0,0.8,20,off,27,18,0.146017,0.000118,-0.006609,0.4444,-25.184396,no_go
90,240,2.5,40,70,1.0,0.8,10,off,5,7,0.134929,8.7e-05,-0.006568,0.4286,-11.434195,no_go
60,240,2.5,40,75,1.0,0.8,20,off,2,2,0.126704,4.7e-05,-0.002874,0.5,-7.536895,no_go
120,360,1.5,30,70,1.0,1.2,20,off,12,7,0.064472,2.1e-05,-0.006531,0.4286,-15.444985,no_go
180,240,2.0,35,70,1.0,1.2,20,off,28,17,0.058058,-4e-06,-0.010456,0.4706,-21.152124,no_go
60,360,2.5,30,70,1.2,0.8,20,off,2,4,0.046918,1.3e-05,-0.003571,0.5,-8.62615,no_go
90,360,2.5,30,70,1.2,0.8,20,off,2,4,0.046918,1.3e-05,-0.003571,0.5,-8.62615,no_go
120,240,2.5,30,70,1.2,0.8,20,off,3,4,0.046918,1.3e-05,-0.003571,0.5,-10.553877,no_go
120,360,2.5,30,70,1.2,0.8,20,off,4,4,0.046918,1.3e-05,-0.003571,0.5,-7.929251,no_go
90,120,2.0,35,70,1.0,1.2,20,off,15,8,0.025575,-1.8e-05,-0.008587,0.375,-17.897224,no_go
120,240,2.0,40,75,1.2,1.2,20,off,37,14,0.019481,-3.5e-05,-0.008668,0.5,-24.807461,no_go
90,240,2.5,35,65,1.0,0.8,10,off,3,9,-0.002007,-4e-05,-0.005624,0.4444,-10.005215,no_go
90,360,2.5,40,70,1.0,0.8,10,off,6,10,-0.018879,-5.7e-05,-0.006711,0.5,-12.710189,no_go
60,360,1.5,40,75,1.2,0.8,20,off,51,13,-0.039249,-9e-05,-0.00821,0.4615,-29.05139,no_go
60,360,2.0,35,65,1.2,1.2,20,off,18,13,-0.058246,-0.000133,-0.007584,0.5385,-20.303952,no_go
60,360,2.0,40,75,1.0,0.8,20,off,22,11,-0.068007,-0.000113,-0.006787,0.4545,-21.66692,no_go
60,240,2.5,40,65,1.0,0.8,20,off,4,7,-0.073171,-0.000109,-0.006434,0.4286,-11.321764,no_go
90,240,2.0,40,65,1.0,0.8,20,off,37,20,-0.073527,-0.000188,-0.006664,0.45,-29.192021,no_go
180,240,2.5,35,75,1.0,1.2,20,off,10,9,-0.081697,-0.000117,-0.005917,0.4444,-10.835895,no_go
180,240,2.5,35,75,1.2,1.2,20,off,10,9,-0.081697,-0.000117,-0.005917,0.4444,-10.835895,no_go
60,360,2.0,40,70,1.2,0.8,20,off,24,13,-0.089013,-0.000148,-0.006922,0.4615,-23.305254,no_go
120,360,1.5,35,75,1.0,1.2,20,off,35,13,-0.101071,-0.000158,-0.007073,0.4615,-20.766345,no_go
120,360,1.5,35,75,1.2,1.2,20,off,35,13,-0.101071,-0.000158,-0.007073,0.4615,-20.766345,no_go
180,360,2.5,35,70,1.0,0.8,10,off,19,9,-0.10807,-0.000132,-0.004906,0.4444,-21.498011,no_go
180,240,2.5,40,75,1.0,0.8,20,off,13,11,-0.119735,-0.000153,-0.006014,0.4545,-14.99947,no_go
90,240,2.0,35,65,1.2,0.8,20,off,26,15,-0.124133,-0.000195,-0.008845,0.4667,-24.722633,no_go
180,240,2.5,40,70,1.2,0.8,20,off,15,13,-0.137631,-0.000188,-0.006048,0.4615,-17.272942,no_go
90,360,2.5,40,70,1.0,1.2,10,off,6,9,-0.142074,-0.000178,-0.006831,0.5556,-12.126915,no_go
180,360,2.0,40,70,1.0,1.2,20,off,42,18,-0.163956,-0.000321,-0.010515,0.5,-26.10163,no_go
180,360,2.0,40,70,1.0,0.8,20,off,43,20,-0.224824,-0.00039,-0.011485,0.45,-28.981386,no_go
60,120,2.0,35,70,1.0,0.8,10,off,11,6,-0.239091,-0.00024,-0.008113,0.3333,-14.63094,no_go
120,360,2.0,35,70,1.0,1.2,10,off,23,12,-0.244667,-0.000294,-0.004756,0.5,-18.61778,no_go
60,240,2.5,40,65,1.0,1.2,10,off,4,7,-0.247817,-0.000286,-0.004822,0.5714,-10.555021,no_go
180,360,2.0,30,65,1.0,0.8,20,off,17,12,-0.266733,-0.000352,-0.008536,0.3333,-20.7891,no_go
60,240,2.5,40,70,1.0,0.8,10,off,3,5,-0.343004,-0.000335,-0.008207,0.4,-9.118614,no_go
90,120,2.0,30,75,1.0,0.8,10,off,3,2,-0.360126,-9.1e-05,-0.001662,0.5,-9.11164,no_go
90,120,2.0,30,75,1.2,0.8,10,off,3,2,-0.360126,-9.1e-05,-0.001662,0.5,-9.11164,no_go
180,120,2.5,30,75,1.0,0.8,10,off,4,2,-0.360126,-9.1e-05,-0.001662,0.5,-9.789469,no_go
180,120,2.5,30,75,1.2,0.8,10,off,4,2,-0.360126,-9.1e-05,-0.001662,0.5,-9.789469,no_go
60,240,2.0,30,65,1.0,0.8,20,off,8,10,-0.360357,-0.000403,-0.004847,0.4,-15.498454,no_go
90,240,2.0,40,70,1.2,1.2,20,off,33,13,-0.39876,-0.000552,-0.00754,0.5385,-25.795461,no_go
90,360,2.0,40,70,1.2,1.2,20,off,28,13,-0.39876,-0.000552,-0.00754,0.5385,-21.779697,no_go
180,360,2.0,40,75,1.2,0.8,20,off,40,15,-0.407597,-0.000484,-0.006903,0.4667,-27.709363,no_go
120,120,2.0,30,70,1.0,0.8,10,off,6,7,-0.430035,-0.000406,-0.006401,0.4286,-11.403819,no_go
180,120,2.0,30,70,1.0,0.8,10,off,14,7,-0.430035,-0.000406,-0.006401,0.4286,-13.866554,no_go
180,240,2.0,30,70,1.0,0.8,10,off,9,7,-0.430035,-0.000406,-0.006401,0.4286,-11.707789,no_go
180,240,2.5,30,70,1.0,0.8,10,off,6,7,-0.430035,-0.000406,-0.006401,0.4286,-12.390349,no_go
180,360,2.0,30,70,1.0,0.8,10,off,9,7,-0.430035,-0.000406,-0.006401,0.4286,-13.628245,no_go
60,240,1.5,30,70,1.0,0.8,10,off,12,7,-0.437377,-0.000412,-0.006408,0.4286,-13.331623,no_go
60,240,2.0,30,70,1.0,0.8,10,off,4,7,-0.437377,-0.000412,-0.006408,0.4286,-9.305572,no_go
60,360,1.5,30,70,1.0,0.8,10,off,11,7,-0.437377,-0.000412,-0.006408,0.4286,-14.384411,no_go
120,240,2.0,40,75,1.0,1.2,20,off,37,14,-0.463935,-0.000587,-0.008668,0.5,-24.807461,no_go
90,240,2.5,30,65,1.0,0.8,10,off,3,7,-0.464552,-0.000462,-0.005713,0.4286,-10.005215,no_go
120,360,1.5,35,70,1.0,1.2,20,off,37,18,-0.526823,-0.000826,-0.011251,0.4444,-22.437974,no_go
60,240,1.5,35,70,1.2,1.2,20,off,34,12,-0.538004,-0.000676,-0.00754,0.5,-22.025759,no_go
120,240,2.0,40,70,1.2,0.8,20,off,40,17,-0.557861,-0.000717,-0.008176,0.4706,-29.748233,no_go
180,360,2.5,35,70,1.0,1.2,10,off,18,9,-0.566814,-0.00058,-0.006684,0.4444,-18.984071,no_go
120,240,2.0,40,75,1.0,0.8,20,off,38,15,-0.567328,-0.000682,-0.009258,0.4667,-28.466419,no_go
60,240,2.5,30,65,1.0,1.2,10,off,2,6,-0.569731,-0.000602,-0.005136,0.5,-7.855254,no_go
60,240,2.5,35,65,1.0,1.2,10,off,2,6,-0.569731,-0.000602,-0.005136,0.5,-7.855254,no_go
120,360,1.5,30,70,1.0,0.8,10,off,12,7,-0.627671,-0.00058,-0.006574,0.4286,-14.750515,no_go
120,360,1.5,35,75,1.0,0.8,20,off,36,13,-0.63077,-0.000664,-0.006522,0.3846,-22.865493,no_go
120,360,1.5,35,75,1.2,0.8,20,off,36,13,-0.63077,-0.000664,-0.006522,0.3846,-22.865493,no_go
90,360,2.5,40,75,1.0,1.2,10,off,4,5,-0.669334,-0.00027,-0.002577,0.6,-9.285901,no_go
90,240,2.0,40,65,1.0,1.2,20,off,36,18,-0.687495,-0.001104,-0.004799,0.5,-27.873556,no_go
120,360,2.0,35,75,1.0,1.2,10,off,21,8,-0.738285,-0.000386,-0.00471,0.5,-17.031321,no_go
120,360,2.0,35,75,1.2,1.2,10,off,21,8,-0.738285,-0.000386,-0.00471,0.5,-17.031321,no_go
90,360,1.5,30,65,1.0,1.2,20,off,18,12,-0.786513,-0.001043,-0.004916,0.4167,-17.547436,no_go
180,240,2.5,35,65,1.0,1.2,20,off,14,14,-0.790649,-0.001122,-0.009837,0.4286,-15.706925,no_go
120,120,2.0,30,70,1.0,1.2,10,off,6,7,-0.805461,-0.00078,-0.008103,0.4286,-11.268092,no_go
180,120,2.0,30,70,1.0,1.2,10,off,14,7,-0.805461,-0.00078,-0.008103,0.4286,-14.087852,no_go
180,240,2.0,30,70,1.0,1.2,10,off,9,7,-0.805461,-0.00078,-0.008103,0.4286,-11.865509,no_go
180,240,2.5,30,70,1.0,1.2,10,off,6,7,-0.805461,-0.00078,-0.008103,0.4286,-12.094968,no_go
180,360,2.0,30,70,1.0,1.2,10,off,9,7,-0.805461,-0.00078,-0.008103,0.4286,-13.690076,no_go
60,240,1.5,30,70,1.0,1.2,10,off,12,7,-0.815717,-0.00079,-0.008113,0.4286,-13.944408,no_go
60,240,2.0,30,70,1.0,1.2,10,off,4,7,-0.815717,-0.00079,-0.008113,0.4286,-9.237165,no_go
60,360,1.5,30,70,1.0,1.2,10,off,11,7,-0.815717,-0.00079,-0.008113,0.4286,-14.271883,no_go
180,360,1.5,35,70,1.0,0.8,20,off,36,18,-0.825913,-0.001156,-0.009536,0.3889,-22.347302,no_go
60,120,2.0,35,70,1.0,1.2,20,off,11,6,-0.831872,-0.00082,-0.009583,0.3333,-15.133805,no_go
120,360,2.5,30,65,1.0,1.2,10,off,8,6,-0.844233,-0.000829,-0.008698,0.5,-12.519452,no_go
180,360,2.5,40,65,1.2,0.8,20,off,28,14,-0.844451,-0.000972,-0.009533,0.4286,-23.311065,no_go
120,360,2.0,35,65,1.2,0.8,20,off,27,14,-0.846725,-0.000965,-0.010279,0.4286,-20.931136,no_go
90,360,2.5,30,65,1.0,0.8,20,off,4,8,-0.87101,-0.00088,-0.007026,0.375,-12.191726,no_go
90,240,1.5,35,75,1.0,0.8,20,off,36,12,-0.901026,-0.000949,-0.008052,0.4167,-24.685025,no_go
90,240,1.5,35,75,1.2,0.8,20,off,36,12,-0.901026,-0.000949,-0.008052,0.4167,-24.685025,no_go
60,360,1.5,35,65,1.2,1.2,20,off,41,17,-0.945617,-0.001367,-0.009561,0.4706,-19.876733,no_go
180,360,2.5,35,65,1.2,0.8,20,off,20,11,-0.985971,-0.001048,-0.009608,0.3636,-20.110025,no_go
180,360,2.0,30,65,1.0,1.2,20,off,17,11,-0.990195,-0.001229,-0.008536,0.3636,-20.156229,no_go
60,360,1.5,30,65,1.0,0.8,20,off,20,14,-1.006364,-0.001242,-0.00691,0.3571,-16.27372,no_go
60,240,1.5,35,65,1.0,1.2,20,off,43,22,-1.016448,-0.001677,-0.009403,0.4091,-25.47699,no_go
120,240,2.0,35,65,1.0,1.2,20,off,27,17,-1.019927,-0.001558,-0.005851,0.4706,-22.53121,no_go
120,360,2.5,40,70,1.0,1.2,10,off,14,9,-1.047511,-0.001089,-0.004756,0.5556,-16.84354,no_go
180,360,2.0,40,75,1.2,1.2,20,off,39,14,-1.06891,-0.001256,-0.008455,0.5,-24.675249,no_go
180,240,2.5,35,70,1.2,0.8,20,off,12,12,-1.070373,-0.001142,-0.006997,0.4167,-14.889448,no_go
90,240,1.5,35,70,1.0,0.8,20,off,38,18,-1.071283,-0.001485,-0.009862,0.3889,-26.1245,no_go
120,360,1.5,30,70,1.0,1.2,10,off,12,7,-1.080682,-0.001041,-0.008363,0.4286,-14.80868,no_go
120,360,2.0,40,65,1.2,1.2,20,off,40,17,-1.083282,-0.001478,-0.007134,0.5294,-25.432205,no_go
120,360,2.5,30,65,1.0,0.8,10,off,8,7,-1.083641,-0.00099,-0.008857,0.4286,-12.525896,no_go
90,360,2.0,40,65,1.2,1.2,20,off,31,18,-1.104295,-0.001667,-0.009561,0.5,-23.126443,no_go
180,360,2.0,40,65,1.0,1.2,20,off,50,22,-1.106087,-0.001832,-0.010541,0.4545,-29.397061,no_go
120,360,1.5,30,65,1.0,0.8,20,off,23,14,-1.146154,-0.00141,-0.007077,0.3571,-20.610342,no_go
60,360,2.0,35,70,1.0,0.8,10,off,17,11,-1.16073,-0.001113,-0.004266,0.4545,-23.206065,no_go
90,240,2.0,35,70,1.0,0.8,10,off,24,11,-1.16073,-0.001113,-0.004266,0.4545,-25.395516,no_go
90,360,2.0,35,70,1.0,0.8,10,off,22,11,-1.16073,-0.001113,-0.004266,0.4545,-23.895597,no_go
90,360,1.5,35,70,1.2,0.8,20,off,39,14,-1.174915,-0.001333,-0.007186,0.4286,-24.772175,no_go
90,120,1.5,30,70,1.0,0.8,20,off,13,9,-1.190255,-0.001165,-0.008051,0.3333,-12.544202,no_go
120,120,1.5,30,70,1.0,0.8,20,off,13,9,-1.190255,-0.001165,-0.008051,0.3333,-12.375067,no_go
60,240,1.5,30,75,1.0,0.8,10,off,9,2,-1.194242,-0.000318,-0.001889,0.5,-11.854522,no_go
60,240,1.5,30,75,1.2,0.8,10,off,9,2,-1.194242,-0.000318,-0.001889,0.5,-11.854522,no_go
60,240,2.0,30,75,1.0,0.8,10,off,2,2,-1.194242,-0.000318,-0.001889,0.5,-4.758537,no_go
60,240,2.0,30,75,1.2,0.8,10,off,2,2,-1.194242,-0.000318,-0.001889,0.5,-4.758537,no_go
60,360,1.5,30,75,1.0,0.8,10,off,8,2,-1.194242,-0.000318,-0.001889,0.5,-12.639583,no_go
60,360,1.5,30,75,1.2,0.8,10,off,8,2,-1.194242,-0.000318,-0.001889,0.5,-12.639583,no_go
60,360,2.0,30,75,1.0,0.8,10,off,4,2,-1.194242,-0.000318,-0.001889,0.5,-10.696605,no_go
60,360,2.0,30,75,1.2,0.8,10,off,4,2,-1.194242,-0.000318,-0.001889,0.5,-10.696605,no_go
90,240,1.5,30,75,1.0,0.8,10,off,8,2,-1.194242,-0.000318,-0.001889,0.5,-12.639583,no_go
90,240,1.5,30,75,1.2,0.8,10,off,8,2,-1.194242,-0.000318,-0.001889,0.5,-12.639583,no_go
90,240,2.0,30,75,1.0,0.8,10,off,7,2,-1.194242,-0.000318,-0.001889,0.5,-11.080725,no_go
90,240,2.0,30,75,1.2,0.8,10,off,7,2,-1.194242,-0.000318,-0.001889,0.5,-11.080725,no_go
90,360,1.5,30,75,1.0,0.8,10,off,8,2,-1.194242,-0.000318,-0.001889,0.5,-12.639583,no_go
90,360,1.5,30,75,1.2,0.8,10,off,8,2,-1.194242,-0.000318,-0.001889,0.5,-12.639583,no_go
90,360,2.0,30,75,1.0,0.8,10,off,3,2,-1.194242,-0.000318,-0.001889,0.5,-8.784282,no_go
90,360,2.0,30,75,1.2,0.8,10,off,3,2,-1.194242,-0.000318,-0.001889,0.5,-8.784282,no_go
120,240,2.0,30,75,1.0,0.8,10,off,6,2,-1.194242,-0.000318,-0.001889,0.5,-6.518966,no_go
120,240,2.0,30,75,1.2,0.8,10,off,6,2,-1.194242,-0.000318,-0.001889,0.5,-6.518966,no_go
120,360,1.5,30,75,1.0,0.8,10,off,10,2,-1.194242,-0.000318,-0.001889,0.5,-12.502312,no_go
120,360,1.5,30,75,1.2,0.8,10,off,10,2,-1.194242,-0.000318,-0.001889,0.5,-12.502312,no_go
120,360,2.0,30,75,1.0,0.8,10,off,6,2,-1.194242,-0.000318,-0.001889,0.5,-9.428153,no_go
120,360,2.0,30,75,1.2,0.8,10,off,6,2,-1.194242,-0.000318,-0.001889,0.5,-9.428153,no_go
180,360,2.5,30,75,1.0,0.8,10,off,5,2,-1.194242,-0.000318,-0.001889,0.5,-7.231747,no_go
180,360,2.5,30,75,1.2,0.8,10,off,5,2,-1.194242,-0.000318,-0.001889,0.5,-7.231747,no_go
90,360,2.0,30,65,1.0,1.2,10,off,10,11,-1.20395,-0.001395,-0.007014,0.4545,-14.480238,no_go
60,120,2.0,30,65,1.0,0.8,20,off,7,8,-1.208064,-0.001183,-0.007502,0.375,-10.925182,no_go
90,120,2.0,30,75,1.0,1.2,10,off,3,2,-1.209732,-0.000322,-0.001893,0.5,-8.958508,no_go
90,120,2.0,30,75,1.2,1.2,10,off,3,2,-1.209732,-0.000322,-0.001893,0.5,-8.958508,no_go
180,120,2.5,30,75,1.0,1.2,10,off,4,2,-1.209732,-0.000322,-0.001893,0.5,-9.507354,no_go
180,120,2.5,30,75,1.2,1.2,10,off,4,2,-1.209732,-0.000322,-0.001893,0.5,-9.507354,no_go
180,240,1.5,35,70,1.0,0.8,20,off,42,19,-1.254547,-0.001719,-0.010094,0.3684,-22.846198,no_go
120,240,2.0,35,70,1.2,1.2,20,off,22,12,-1.2739,-0.001557,-0.00754,0.5,-18.417897,no_go
120,120,2.0,35,75,1.2,0.8,20,off,18,10,-1.278221,-0.001229,-0.007083,0.3,-21.345109,no_go
60,120,2.5,30,70,1.0,0.8,20,off,2,2,-1.294503,-0.000652,-0.003571,0.5,-2.01874,no_go
60,120,2.5,30,70,1.2,0.8,20,off,2,2,-1.294503,-0.000652,-0.003571,0.5,-2.01874,no_go
60,120,2.5,35,70,1.0,0.8,20,off,5,2,-1.294503,-0.000652,-0.003571,0.5,-9.660583,no_go
60,120,2.5,35,70,1.2,0.8,20,off,5,2,-1.294503,-0.000652,-0.003571,0.5,-9.660583,no_go
60,120,2.5,40,70,1.0,0.8,20,off,5,2,-1.294503,-0.000652,-0.003571,0.5,-9.660583,no_go
60,120,2.5,40,70,1.2,0.8,20,off,5,2,-1.294503,-0.000652,-0.003571,0.5,-9.660583,no_go
90,120,2.5,30,65,1.0,0.8,20,off,3,2,-1.294503,-0.000652,-0.003571,0.5,-5.930825,no_go
90,120,2.5,30,65,1.2,0.8,20,off,3,2,-1.294503,-0.000652,-0.003571,0.5,-5.930825,no_go
90,120,2.5,30,70,1.0,0.8,20,off,3,2,-1.294503,-0.000652,-0.003571,0.5,-5.930825,no_go
90,120,2.5,30,70,1.2,0.8,20,off,3,2,-1.294503,-0.000652,-0.003571,0.5,-5.930825,no_go
90,120,2.5,35,65,1.0,0.8,20,off,7,2,-1.294503,-0.000652,-0.003571,0.5,-12.781072,no_go
90,120,2.5,35,65,1.2,0.8,20,off,7,2,-1.294503,-0.000652,-0.003571,0.5,-12.781072,no_go
90,120,2.5,35,70,1.0,0.8,20,off,7,2,-1.294503,-0.000652,-0.003571,0.5,-12.781072,no_go
90,120,2.5,35,70,1.2,0.8,20,off,7,2,-1.294503,-0.000652,-0.003571,0.5,-12.781072,no_go
90,120,2.5,40,65,1.0,0.8,20,off,10,2,-1.294503,-0.000652,-0.003571,0.5,-16.473042,no_go
90,120,2.5,40,65,1.2,0.8,20,off,7,2,-1.294503,-0.000652,-0.003571,0.5,-12.781072,no_go
90,120,2.5,40,70,1.0,0.8,20,off,10,2,-1.294503,-0.000652,-0.003571,0.5,-16.473042,no_go
90,120,2.5,40,70,1.2,0.8,20,off,7,2,-1.294503,-0.000652,-0.003571,0.5,-12.781072,no_go
120,240,2.5,30,65,1.0,1.2,20,off,5,9,-1.313758,-0.00147,-0.004916,0.4444,-13.111801,no_go
120,120,2.0,35,70,1.0,1.2,20,off,21,15,-1.315619,-0.001815,-0.010524,0.3333,-21.961598,no_go
60,240,2.5,40,65,1.0,0.8,10,off,4,7,-1.31656,-0.001276,-0.006523,0.4286,-10.798476,no_go
180,240,2.0,35,75,1.0,1.2,20,off,26,13,-1.32689,-0.001491,-0.008397,0.4615,-19.327984,no_go
180,240,2.0,35,75,1.2,1.2,20,off,26,13,-1.32689,-0.001491,-0.008397,0.4615,-19.327984,no_go
180,360,1.5,35,75,1.0,1.2,20,off,32,13,-1.32689,-0.001491,-0.008397,0.4615,-18.882889,no_go
180,360,1.5,35,75,1.2,1.2,20,off,32,13,-1.32689,-0.001491,-0.008397,0.4615,-18.882889,no_go
60,360,1.5,40,70,1.0,0.8,20,off,56,20,-1.332107,-0.001919,-0.010261,0.4,-30.255289,no_go
90,360,2.5,30,65,1.0,1.2,20,off,4,7,-1.340432,-0.001438,-0.006866,0.4286,-12.184287,no_go
120,240,2.5,35,70,1.0,1.2,10,off,5,8,-1.364956,-0.001404,-0.004756,0.5,-12.587586,no_go
120,240,2.5,40,70,1.0,1.2,10,off,6,8,-1.364956,-0.001404,-0.004756,0.5,-12.996129,no_go
120,360,2.5,35,70,1.0,1.2,10,off,11,8,-1.364956,-0.001404,-0.004756,0.5,-17.712339,no_go
180,360,1.5,35,70,1.0,1.2,20,off,35,18,-1.46142,-0.002158,-0.01257,0.4444,-20.379281,no_go
60,120,1.5,30,75,1.0,0.8,20,off,6,3,-1.499976,-0.000629,-0.003548,0.3333,-9.950717,no_go
60,120,1.5,30,75,1.2,0.8,20,off,6,3,-1.499976,-0.000629,-0.003548,0.3333,-9.950717,no_go
90,120,1.5,30,75,1.0,0.8,20,off,9,3,-1.499976,-0.000629,-0.003548,0.3333,-11.085716,no_go
90,120,1.5,30,75,1.2,0.8,20,off,9,3,-1.499976,-0.000629,-0.003548,0.3333,-11.085716,no_go
120,120,1.5,30,75,1.0,0.8,20,off,9,3,-1.499976,-0.000629,-0.003548,0.3333,-10.841636,no_go
120,120,1.5,30,75,1.2,0.8,20,off,9,3,-1.499976,-0.000629,-0.003548,0.3333,-10.841636,no_go
120,120,2.0,30,75,1.0,0.8,20,off,3,3,-1.499976,-0.000629,-0.003548,0.3333,-6.516951,no_go
120,120,2.0,30,75,1.2,0.8,20,off,3,3,-1.499976,-0.000629,-0.003548,0.3333,-6.516951,no_go
120,240,1.5,30,75,1.0,0.8,20,off,10,3,-1.499976,-0.000629,-0.003548,0.3333,-12.382596,no_go
120,240,1.5,30,75,1.2,0.8,20,off,10,3,-1.499976,-0.000629,-0.003548,0.3333,-12.382596,no_go
180,120,1.5,30,75,1.0,0.8,20,off,10,3,-1.499976,-0.000629,-0.003548,0.3333,-12.382596,no_go
180,120,1.5,30,75,1.2,0.8,20,off,10,3,-1.499976,-0.000629,-0.003548,0.3333,-12.382596,no_go
180,120,2.0,30,75,1.0,0.8,20,off,10,3,-1.499976,-0.000629,-0.003548,0.3333,-12.382596,no_go
180,120,2.0,30,75,1.2,0.8,20,off,10,3,-1.499976,-0.000629,-0.003548,0.3333,-12.382596,no_go
180,240,1.5,30,75,1.0,0.8,20,off,9,3,-1.499976,-0.000629,-0.003548,0.3333,-11.017053,no_go
180,240,1.5,30,75,1.2,0.8,20,off,9,3,-1.499976,-0.000629,-0.003548,0.3333,-11.017053,no_go
180,240,2.0,30,75,1.0,0.8,20,off,7,3,-1.499976,-0.000629,-0.003548,0.3333,-10.572144,no_go
180,240,2.0,30,75,1.2,0.8,20,off,7,3,-1.499976,-0.000629,-0.003548,0.3333,-10.572144,no_go
180,240,2.5,30,75,1.0,0.8,20,off,4,3,-1.499976,-0.000629,-0.003548,0.3333,-7.803888,no_go
180,240,2.5,30,75,1.2,0.8,20,off,4,3,-1.499976,-0.000629,-0.003548,0.3333,-7.803888,no_go
180,360,1.5,30,75,1.0,0.8,20,off,9,3,-1.499976,-0.000629,-0.003548,0.3333,-11.017053,no_go
180,360,1.5,30,75,1.2,0.8,20,off,9,3,-1.499976,-0.000629,-0.003548,0.3333,-11.017053,no_go
