symbol,strategy,vwap_window,z_window,z_threshold,rsi_long,rsi_short,volume_multiple,atr_period,atr_stop,max_hold,markov_gate,train_bars,train_trades,train_long_trades,train_short_trades,train_wins,train_losses,train_win_rate,train_gross_total_return,train_net_total_return,train_avg_trade_return_net,train_median_trade_return_net,train_profit_factor,train_sharpe_per_bar,train_max_drawdown,train_exposure,train_trades_per_day,train_fee_to_gross_profit,test_bars,test_trades,test_long_trades,test_short_trades,test_wins,test_losses,test_win_rate,test_gross_total_return,test_net_total_return,test_avg_trade_return_net,test_median_trade_return_net,test_profit_factor,test_sharpe_per_bar,test_max_drawdown,test_exposure,test_trades_per_day,test_fee_to_gross_profit,all_bars,all_trades,all_long_trades,all_short_trades,all_wins,all_losses,all_win_rate,all_gross_total_return,all_net_total_return,all_avg_trade_return_net,all_median_trade_return_net,all_profit_factor,all_sharpe_per_bar,all_max_drawdown,all_exposure,all_trades_per_day,all_fee_to_gross_profit,bb_window,squeeze_quantile,rsi_min,atr_trail
BTCUSDT,vwap_volume_rsi_reversion,120.0,240.0,1.0,30.0,65.0,1.2,14,1.2,20,neutral_only,14112,20,3,17,3,17,0.15,-0.003963503724916717,-0.02760246556739454,-0.0013981548631336813,-0.0017036189503545007,0.6011983180212344,-23.047514537158797,-0.02760246556739454,0.0015589569160997733,2.040960952448444,4.017128601820613,6048,8,1,7,2,6,0.25,0.0010113811403646977,-0.008556865975218209,-0.0010730092045401556,-0.001650307753327439,1.3351111229728974,-18.2656062931427,-0.00899088215032251,0.001488095238095238,1.9050768976351913,2.3718129256945364,20160,28,4,24,5,23,0.17857142857142858,-0.0029561311974691806,-0.03592314094416704,-0.001305256103535531,-0.0017036189503545007,0.7727548268149558,-21.68988138077517,-0.03634517720274233,0.0015376984126984127,2.0000992112704004,3.3526398133347994,,,,
BTCUSDT,vwap_volume_rsi_reversion,120.0,240.0,1.0,30.0,65.0,1.2,14,1.2,20,contrarian_ok,14112,22,3,19,3,19,0.13636363636363635,-0.0036343041604349757,-0.029613819123431973,-0.0013650894239502303,-0.0017036189503545007,0.6566104466635434,-24.013528611098106,-0.029613819123431973,0.0017006802721088435,2.245057047693289,3.8013799931579215,6048,10,3,7,3,7,0.3,0.0037471479628712334,-0.00822853803857071,-0.0008249846414786976,-0.0015819185724470707,2.0954684237780445,-15.24857033210362,-0.00822853803857071,0.0018187830687830687,2.381346122043989,1.6728266342640596,20160,32,6,26,6,26,0.1875,9.922552700492027e-05,-0.03759867872487821,-0.0011963066794278762,-0.001697765493395752,1.0084417869358306,-21.36626462482605,-0.03759867872487821,0.001736111111111111,2.285827670023315,2.7198677926418995,,,,
BTCUSDT,vwap_volume_rsi_reversion,120.0,240.0,1.0,30.0,65.0,1.5,14,0.8,10,off,14112,33,9,24,3,30,0.09090909090909091,0.0031395989340370356,-0.03582778708437773,-0.0011044033018911504,-0.0015372762184981059,1.2940827660212557,-24.873535051293388,-0.03582778708437773,0.002551020408163265,3.367585571539933,2.852632822848312,6048,17,4,13,1,16,0.058823529411764705,-0.004985608973657629,-0.02509606345809212,-0.0014937026375354166,-0.0015770431671906714,0.39294065855400606,-34.66852197535192,-0.02509606345809212,0.002976190476190476,4.048288407474781,6.312153872083821,20160,50,13,37,4,46,0.08,-0.001861662852239765,-0.06002471412423738,-0.0012367650760102009,-0.0015656966732825117,0.9030048972658992,-28.06289534199287,-0.06002471412423738,0.0026785714285714286,3.5716057344114294,3.5059480743877702,,,,
BTCUSDT,vwap_volume_rsi_reversion,120.0,240.0,1.0,30.0,65.0,1.5,14,0.8,10,neutral_only,14112,19,3,16,0,19,0.0,0.00019212955298830714,-0.022367409321919496,-0.001189685869760155,-0.0015294716092199223,1.0363460370282838,-23.462142930976245,-0.022367409321919496,0.001417233560090703,1.9389129048260223,4.080382804106543,6048,8,1,7,0,8,0.0,-0.0007786843720763992,-0.010331944139273186,-0.0012972732906423522,-0.0015002051688850703,0.61496388524392,-25.002926714253203,-0.010331944139273186,0.0013227513227513227,1.9050768976351913,7.7239506937461195,20160,27,4,23,0,27,0.0,-0.0005867044273684119,-0.03246825463753811,-0.001221563624095621,-0.0015294716092199223,0.9214579400475233,-23.926002095395038,-0.03246825463753811,0.001388888888888889,1.9286670965821717,4.743361938881518,,,,
BTCUSDT,vwap_volume_rsi_reversion,120.0,240.0,1.0,30.0,65.0,1.5,14,0.8,10,contrarian_ok,14112,21,3,18,1,20,0.047619047619047616,0.001383675904091275,-0.023549047384188948,-0.0011339059229550942,-0.0015294716092199223,1.2385681262557506,-23.767123376483543,-0.023549047384188948,0.0015589569160997733,2.1430090000708666,3.497125546515367,6048,9,2,7,1,8,0.1111111111111111,0.0008115162634931838,-0.009944548609169601,-0.0011096384955796778,-0.0014480761284857634,1.4023869003529168,-23.9366626478245,-0.009944548609169601,0.001488095238095238,2.14321150983959,3.810428183350218,20160,30,5,25,2,28,0.06666666666666667,0.0021963150430843736,-0.03325941134694699,-0.0011266256947424695,-0.0014960610344093783,1.2808042690185326,-23.81492470579413,-0.03325941134694699,0.0015376984126984127,2.1429634406468576,3.5855698176877473,,,,
BTCUSDT,vwap_volume_rsi_reversion,120.0,240.0,1.0,30.0,65.0,1.5,14,0.8,20,off,14112,33,9,24,3,30,0.09090909090909091,-0.0044060402161285595,-0.04308899267302968,-0.0013332203256357115,-0.001626199848652775,0.6919818265162884,-27.25874591010391,-0.04308899267302968,0.002551020408163265,3.367585571539933,4.009520216834311,6048,17,4,13,3,14,0.17647058823529413,-0.001552874636857715,-0.021728669776163945,-0.0012906762094548766,-0.001633421006928114,0.8231212097029403,-28.017103963505683,-0.021728669776163945,0.002976190476190476,4.048288407474781,2.8438052782489014,20160,50,13,37,6,44,0.12,-0.005952072824885413,-0.06388139595641362,-0.0013187553261342277,-0.0016264520062320364,0.741698636345918,-27.459841376928278,-0.06388139595641362,0.0026785714285714286,3.5716057344114294,3.5190656409145054,,,,
BTCUSDT,vwap_volume_rsi_reversion,120.0,240.0,1.0,30.0,65.0,1.5,14,0.8,20,neutral_only,14112,19,3,16,2,17,0.10526315789473684,-0.00319896538243003,-0.025685993612184155,-0.0013684039727421568,-0.0016067583952969133,0.5526228063055368,-23.967135099858886,-0.025685993612184155,0.001417233560090703,1.9389129048260223,5.768646820351486,6048,8,1,7,2,6,0.25,0.0020239066403868744,-0.00755281276577946,-0.0009466921047740983,-0.0015002051688850703,2.0026666844593826,-17.72682237602109,-0.00798726847727127,0.0013227513227513227,1.9050768976351913,2.3718129256945364,20160,27,4,23,4,23,0.14814814814814814,-0.0011815331493227887,-0.03304480487750783,-0.0012434523081590284,-0.0015543501793743519,0.8721036469090132,-22.187554837036583,-0.033468101162369535,0.001388888888888889,1.9286670965821717,4.0500319895194785,,,,
BTCUSDT,vwap_volume_rsi_reversion,120.0,240.0,1.0,30.0,65.0,1.5,14,0.8,20,contrarian_ok,14112,21,3,18,2,19,0.09523809523809523,-0.002656888768730492,-0.027493732714236607,-0.0013264497915241075,-0.0016067583952969133,0.6495976343631439,-24.92432899682068,-0.027493732714236607,0.0015589569160997733,2.1430090000708666,5.119006997658082,6048,9,2,7,3,6,0.3333333333333333,0.00515618344540103,-0.005641408933137804,-0.0006275096293880888,-0.0014480761284857634,3.5493447369011655,-11.899252556793387,-0.006076701384682637,0.001488095238095238,2.14321150983959,1.5055439708376537,20160,30,5,25,5,25,0.16666666666666666,0.002485595270784957,-0.03298003825803497,-0.0011167677428833018,-0.0015533421943293645,1.2601184433061785,-21.040830304800192,-0.03340336289526458,0.0015376984126984127,2.1429634406468576,2.976112556521796,,,,
BTCUSDT,vwap_volume_rsi_reversion,120.0,240.0,1.0,30.0,65.0,1.5,14,1.2,10,off,14112,32,9,23,3,29,0.09375,-8.696633916072116e-05,-0.03777807226722496,-0.0012019955465794527,-0.0016440915516139564,0.9955079251634137,-24.4158885240293,-0.03777807226722496,0.002551020408163265,3.2655375239175113,2.713448840210857,6048,16,4,12,1,15,0.0625,-0.007396833935555791,-0.026292944343058178,-0.0016635267520381802,-0.0017485450099238508,0.30350984622907606,-33.00703791368675,-0.026292944343058178,0.002976190476190476,3.8101537952703826,5.940850703137714,20160,48,13,35,4,44,0.08333333333333333,-0.007483156999147811,-0.06307771985877297,-0.0013558392817323618,-0.0017172078208368068,0.699150484908686,-27.227232092187663,-0.06307771985877297,0.0026785714285714286,3.428741505034972,3.313469374015334,,,,
BTCUSDT,vwap_volume_rsi_reversion,120.0,240.0,1.0,30.0,65.0,1.5,14,1.2,10,neutral_only,14112,18,3,15,0,18,0.0,-0.0014608027326409312,-0.022812374639102573,-0.0012809578940535704,-0.0015633631926630575,0.7817689336273994,-22.637926570483366,-0.022812374639102573,0.001417233560090703,1.8368648572036,4.137711536791156,6048,8,1,7,0,8,0.0,-0.0017883779088615492,-0.011333185717210537,-0.0014235903904084096,-0.001650307753327439,0.4099759234959392,-24.8162213122998,-0.011333185717210537,0.0013227513227513227,1.9050768976351913,7.7239506937461195,20160,26,4,22,0,26,0.0,-0.0032465681741663532,-0.03388702347787753,-0.0013248448160089053,-0.0015830449410633373,0.6656790652337601,-23.30823542737303,-0.03388702347787753,0.001388888888888889,1.8572349818939433,4.82735686742936,,,,
BTCUSDT,vwap_volume_rsi_reversion,120.0,240.0,1.0,30.0,65.0,1.5,14,1.2,10,contrarian_ok,14112,20,3,17,1,19,0.05,-0.00048435851205597125,-0.02420180057969079,-0.0012239167436952233,-0.0015633631926630575,0.9346252943410251,-22.998928827511488,-0.02420180057969079,0.0015589569160997733,2.040960952448444,3.509549827154146,6048,9,2,7,1,8,0.1111111111111111,-0.00019978413983767762,-0.010946182112975045,-0.0012219203620383954,-0.0015721141927284232,0.9349246002352608,-23.8626507055286,-0.010946182112975045,0.001488095238095238,2.14321150983959,3.810428183350218,20160,29,5,24,2,27,0.06896551724137931,-0.0006840458847450215,-0.034883065376058675,-0.001223297176974139,-0.0015721141927284232,0.9347129771037943,-23.25965039508536,-0.034883065376058675,0.0015376984126984127,2.0715313259586288,3.597713204497702,,,,
BTCUSDT,vwap_volume_rsi_reversion,120.0,240.0,1.0,30.0,65.0,1.5,14,1.2,20,off,14112,32,9,23,3,29,0.09375,-0.0069244283829625886,-0.04436567866814323,-0.001416412308810365,-0.0018154496269936692,0.6129916991775665,-26.461964829744723,-0.04436567866814323,0.002551020408163265,3.2655375239175113,3.500781250233458,6048,16,4,12,3,13,0.1875,-0.004216652928495046,-0.023169559043312304,-0.0014631292120851208,-0.001807848130589006,0.6301623137099265,-27.263176789770522,-0.023169559043312304,0.002976190476190476,3.8101537952703826,2.6765226148224954,20160,48,13,35,6,42,0.125,-0.011111883400238387,-0.06650730450005715,-0.0014319846099019502,-0.0018154496269936692,0.6196678531818569,-26.6564529829819,-0.06650730450005715,0.0026785714285714286,3.428741505034972,3.174871409697558,,,,
BTCUSDT,vwap_volume_rsi_reversion,120.0,240.0,1.0,30.0,65.0,1.5,14,1.2,20,neutral_only,14112,18,3,15,2,16,0.1111111111111111,-0.005663818255274178,-0.026930450992060817,-0.0015152070305895886,-0.0017580259603462089,0.4105909070082686,-23.111272114322105,-0.026930450992060817,0.001417233560090703,1.8368648572036,5.4650338298066705,6048,8,1,7,2,6,0.25,0.0010113811403646977,-0.008556865975218209,-0.0010730092045401556,-0.001650307753327439,1.3351111229728974,-18.2656062931427,-0.00899088215032251,0.0013227513227513227,1.9050768976351913,2.3718129256945364,20160,26,4,22,4,22,0.15384615384615385,-0.004658165393875313,-0.03525687670748778,-0.001379146161035917,-0.0017172078208368068,0.6320195160023769,-21.719071343116447,-0.03567920463125873,0.001388888888888889,1.8572349818939433,3.9000308047224608,,,,
BTCUSDT,vwap_volume_rsi_reversion,120.0,240.0,1.0,30.0,65.0,1.5,14,1.2,20,contrarian_ok,14112,20,3,17,2,18,0.1,-0.005335180660966055,-0.0289431945751788,-0.0014671298307422018,-0.0017580259603462089,0.47955433912700046,-24.081488311677965,-0.0289431945751788,0.0015589569160997733,2.040960952448444,4.875244759674364,6048,9,2,7,3,6,0.3333333333333333,0.004140492841116172,-0.006647395899029629,-0.0007397914958468064,-0.0015721141927284232,2.3662298246007336,-12.968211690012518,-0.00708224796766177,0.001488095238095238,2.14321150983959,1.5055439708376537,20160,29,5,24,5,24,0.1724137931034483,-0.0012167780971827913,-0.0353981936012846,-0.0012414041406022514,-0.0017059143277471588,0.9097001762029764,-20.785794958313964,-0.035820459661882964,0.0015376984126984127,2.0715313259586288,2.8769088046377362,,,,
BTCUSDT,vwap_volume_rsi_reversion,120.0,240.0,1.0,30.0,70.0,1.2,14,0.8,10,off,14112,12,9,3,2,10,0.16666666666666666,0.0037880701701498154,-0.01056698167172776,-0.0008836872277617967,-0.00132409717358397,1.970183598804417,-10.509085693953331,-0.012417853326502915,0.0008503401360544217,1.2245765714690666,1.8681500106932598,6048,9,5,4,1,8,0.1111111111111111,-0.00228088055170661,-0.013007381168675614,-0.0014533900192265042,-0.0015770431671906714,0.4653625660653582,-24.707887919931782,-0.013007381168675614,0.0016534391534391533,2.14321150983959,5.4407611367756905,20160,21,14,7,3,18,0.14285714285714285,0.0014985494828638757,-0.023436914081996885,-0.001127845566960957,-0.0015372762184981059,1.1852843449919084,-15.323215741707138,-0.02526371074366407,0.0010912698412698413,1.5000744084528004,2.59976687398522,,,,
BTCUSDT,vwap_volume_rsi_reversion,120.0,240.0,1.0,30.0,70.0,1.2,14,0.8,10,neutral_only,14112,5,3,2,0,5,0.0,-0.000384982642097631,-0.006368756063546255,-0.0012768718730145055,-0.0015372762184981059,0.728660383849541,-12.631633050007759,-0.006368756063546255,0.00035430839002267573,0.510240238112111,5.813020186955078,6048,3,1,2,0,3,0.0,-0.00019439081860517238,-0.0037896064705256194,-0.0012647463232574438,-0.0014107723220403645,0.6695579253509817,-15.623832566350885,-0.0037896064705256194,0.0006613756613756613,0.7144038366131967,9.146887128711757,20160,8,4,4,0,8,0.0,-0.0005792986236118347,-0.010134227454884348,-0.0012723247918556074,-0.0014740242702692352,0.7113273310243997,-13.583206706492282,-0.010134227454884348,0.0004464285714285714,0.5714569175058287,6.733335049868899,,,,
BTCUSDT,vwap_volume_rsi_reversion,120.0,240.0,1.0,30.0,70.0,1.2,14,0.8,10,contrarian_ok,14112,5,3,2,0,5,0.0,-0.000384982642097631,-0.006368756063546255,-0.0012768718730145055,-0.0015372762184981059,0.728660383849541,-12.631633050007759,-0.006368756063546255,0.00035430839002267573,0.510240238112111,5.813020186955078,6048,5,3,2,1,4,0.2,0.0011352262935793167,-0.00485583124945721,-0.0009727895479255443,-0.0014107723220403645,2.3381628601792115,-16.65501368163923,-0.00485583124945721,0.000992063492063492,1.1906730610219944,3.0226450759864947,20160,10,6,4,1,9,0.1,0.0007498066090640965,-0.011193661708289948,-0.0011248307104700249,-0.0014359604784087365,1.3318015825449931,-13.95986275227797,-0.011193661708289948,0.0005456349206349206,0.7143211468822859,3.977221029050215,,,,
BTCUSDT,vwap_volume_rsi_reversion,120.0,240.0,1.0,30.0,70.0,1.2,14,0.8,20,off,14112,12,9,3,1,11,0.08333333333333333,-0.001784444862019896,-0.016066385424150176,-0.0013476245916528966,-0.0017137710658695837,0.73658687234258,-13.863394685133342,-0.017906969681663498,0.0008503401360544217,1.2245765714690666,2.9069393932280314,6048,9,5,4,2,7,0.2222222222222222,0.0004906489839935357,-0.01026235559004951,-0.00114462473532433,-0.0015770431671906714,1.1168384196821393,-18.324675139189797,-0.01026235559004951,0.0016534391534391533,2.14321150983959,2.2670482312734337,20160,21,14,7,3,18,0.14285714285714285,-0.0012946714140849025,-0.026163862053930398,-0.001260624653226368,-0.0017103254496416908,0.8841639367918027,-15.290989363398813,-0.027985557581299725,0.0010912698412698413,1.5000744084528004,2.593241546544803,,,,
BTCUSDT,vwap_volume_rsi_reversion,120.0,240.0,1.0,30.0,70.0,1.2,14,0.8,20,neutral_only,14112,5,3,2,0,5,0.0,-0.0024417112750237946,-0.00841562659446271,-0.0016888134376288988,-0.0017103254496416908,0.0,-13.617957540203555,-0.00841562659446271,0.00035430839002267573,0.510240238112111,inf,6048,3,1,2,1,2,0.3333333333333333,0.0010492550624072727,-0.002548944425244226,-0.0008499539078103439,-0.0014107723220403645,2.7865100457674736,-11.001949219550566,-0.0029855906403800647,0.0006613756613756613,0.7144038366131967,2.1978642347341832,20160,8,4,4,1,7,0.125,-0.0013950181905327819,-0.01094312005521414,-0.0013742411139469406,-0.0015919007812437924,0.5402431228697332,-12.882263860900922,-0.011376091618849449,0.0004464285714285714,0.5714569175058287,5.860971292624488,,,,
BTCUSDT,vwap_volume_rsi_reversion,120.0,240.0,1.0,30.0,70.0,1.2,14,0.8,20,contrarian_ok,14112,5,3,2,0,5,0.0,-0.0024417112750237946,-0.00841562659446271,-0.0016888134376288988,-0.0017103254496416908,0.0,-13.617957540203555,-0.00841562659446271,0.00035430839002267573,0.510240238112111,inf,6048,5,3,2,2,3,0.4,0.003916245314680822,-0.002088134566096689,-0.0004170120369016305,-0.0014107723220403645,5.611431395956478,-5.99492718346924,-0.0029855906403800647,0.000992063492063492,1.1906730610219944,1.259471239596352,20160,10,6,4,2,8,0.2,0.0014649716993164752,-0.010486188199772095,-0.0010529127372652645,-0.0015571596928443886,1.446662205099365,-10.78846872254088,-0.011376091618849449,0.0005456349206349206,0.7143211468822859,2.518942479192704,,,,
BTCUSDT,vwap_volume_rsi_reversion,120.0,240.0,1.0,30.0,70.0,1.2,14,1.2,10,off,14112,12,9,3,2,10,0.16666666666666666,0.0018245573373134594,-0.012504739734498838,-0.0010467041931217249,-0.0014084162282084966,1.313455732536365,-11.272685214500626,-0.014019833471378584,0.0008503401360544217,1.2245765714690666,1.8681500106932598,6048,9,5,4,1,8,0.1111111111111111,-0.004408545164800937,-0.015114699715253588,-0.0016903637168609034,-0.0017655647507860627,0.31024171071023343,-24.486354719508327,-0.015114699715253588,0.0016534391534391533,2.14321150983959,5.4407611367756905,20160,21,14,7,3,18,0.14285714285714285,-0.002592031470915024,-0.02743043406364809,-0.0013225582747242298,-0.0017059143277471588,0.7901895633279568,-15.875281072753653,-0.028922627613654495,0.0010912698412698413,1.5000744084528004,2.59976687398522,,,,
