symbol,strategy,vwap_window,z_window,z_threshold,rsi_long,rsi_short,volume_multiple,atr_period,atr_stop,max_hold,markov_gate,train_bars,train_trades,train_long_trades,train_short_trades,train_wins,train_losses,train_win_rate,train_gross_total_return,train_net_total_return,train_avg_trade_return_net,train_median_trade_return_net,train_profit_factor,train_sharpe_per_bar,train_max_drawdown,train_exposure,train_trades_per_day,train_fee_to_gross_profit,test_bars,test_trades,test_long_trades,test_short_trades,test_wins,test_losses,test_win_rate,test_gross_total_return,test_net_total_return,test_avg_trade_return_net,test_median_trade_return_net,test_profit_factor,test_sharpe_per_bar,test_max_drawdown,test_exposure,test_trades_per_day,test_fee_to_gross_profit,all_bars,all_trades,all_long_trades,all_short_trades,all_wins,all_losses,all_win_rate,all_gross_total_return,all_net_total_return,all_avg_trade_return_net,all_median_trade_return_net,all_profit_factor,all_sharpe_per_bar,all_max_drawdown,all_exposure,all_trades_per_day,all_fee_to_gross_profit
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.0,35,70,1.5,14,1.2,20,neutral_only,14112,7,7,0,4,3,0.5714285714285714,0.0056613736310220375,-0.0015509390056624994,-0.0004963777575528988,0.00019305483205198765,2.8091587284773687,-2.6771262800612092,-0.0035831569831589194,0.000496031746031746,0.7143363333569556,1.0983533500633011,6048,6,5,1,2,4,0.3333333333333333,0.002318151728555984,-0.0060683194910290394,-0.0006907758552687979,-0.0012423320475058108,2.0450660106333918,-10.926061588846396,-0.0060683194910290394,0.0011574074074074073,1.4288076732263935,1.2042278060923972,20160,13,12,1,6,7,0.46153846153846156,0.007992649282646536,-0.007609846903294026,-0.0005860999564986984,-0.0005635773450666447,2.413502405328649,-6.207828268638686,-0.008932097932712546,0.0006944444444444445,0.9286174909469717,1.144807320243931
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.0,35,70,1.5,14,1.2,20,contrarian_ok,14112,7,7,0,4,3,0.5714285714285714,0.0056613736310220375,-0.0015509390056624994,-0.0004963777575528988,0.00019305483205198765,2.8091587284773687,-2.6771262800612092,-0.0035831569831589194,0.000496031746031746,0.7143363333569556,1.0983533500633011,6048,6,5,1,2,4,0.3333333333333333,0.002318151728555984,-0.0060683194910290394,-0.0006907758552687979,-0.0012423320475058108,2.0450660106333918,-10.926061588846396,-0.0060683194910290394,0.0011574074074074073,1.4288076732263935,1.2042278060923972,20160,13,12,1,6,7,0.46153846153846156,0.007992649282646536,-0.007609846903294026,-0.0005860999564986984,-0.0005635773450666447,2.413502405328649,-6.207828268638686,-0.008932097932712546,0.0006944444444444445,0.9286174909469717,1.144807320243931
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,65,1.2,14,0.8,10,off,14112,19,10,9,4,15,0.21052631578947367,0.00463035004347323,-0.01802408418151913,-0.0009560354836084853,-0.0009702949132041271,1.5704214433194281,-16.07357577498395,-0.018448161508941463,0.0016298185941043084,1.9389129048260223,1.786628295881716,6048,14,3,11,4,10,0.2857142857142857,0.0032606162805133287,-0.013459497326440362,-0.0009655494298653805,-0.0017929168515855786,1.3630735490553687,-15.471470620770448,-0.013629858840679354,0.0023148148148148147,3.3338845708615845,1.3633434409647203,20160,33,13,20,8,25,0.24242424242424243,0.007906064118723188,-0.03124098639510675,-0.0009600717032326227,-0.001728121112660207,1.461226365521944,-15.157112660155692,-0.03124098639510675,0.0018353174603174603,2.3572597847115433,1.5786883373385288
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,65,1.2,14,0.8,10,neutral_only,14112,2,1,1,1,1,0.5,0.00412410529666718,0.0017206003683953863,0.0008603867800160215,0.0008603867800160215,inf,5.774635614954471,-9.53626892502557e-05,0.0001417233560090703,0.20409609524484446,0.5824149191981657,6048,3,0,3,0,3,0.0,-0.0025459101350309155,-0.006135483061971314,-0.0020492717453367026,-0.001784535205248704,0.0,-15.82928971817658,-0.006135483061971314,0.000496031746031746,0.7144038366131967,inf,20160,5,1,4,1,4,0.2,0.0015676955601633402,-0.004425439407992671,-0.0008854083351956131,-0.001728121112660207,1.6173753503747759,-5.578141961990149,-0.006135483061971314,0.000248015873015873,0.35716057344114294,1.4560372979954141
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,65,1.2,14,0.8,10,contrarian_ok,14112,4,1,3,1,3,0.25,0.004267125915990766,-0.0005395797789703449,-0.0001341461864919835,-0.0003809522654574448,11.908996020120538,-1.3064985725417355,-0.002351445482873027,0.0002834467120181406,0.4081921904896889,1.0313195153256576,6048,4,0,4,1,3,0.25,0.0003449341444750065,-0.004447679585229403,-0.0011123980853658055,-0.0017563281589544554,1.1375326018873793,-10.371465723357977,-0.004447679585229403,0.0006613756613756613,0.9525384488175956,1.6561873170732921,20160,8,1,7,2,6,0.25,0.004613531937893045,-0.004984859486232174,-0.0006232721359288944,-0.0011286791529999884,2.5700582390186666,-5.393749562277531,-0.004984859486232174,0.0003968253968253968,0.5714569175058287,1.2711099228037046
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,65,1.2,14,0.8,20,off,14112,19,10,9,4,15,0.21052631578947367,0.0007299690419602101,-0.021841085401402283,-0.001160663177912504,-0.0018562740134677946,1.068551280268751,-17.237752654063893,-0.023144374866464923,0.0016298185941043084,1.9389129048260223,1.9570511453809245,6048,14,3,11,4,10,0.2857142857142857,0.007873328652502787,-0.00891821701410489,-0.0006367077247962183,-0.0017929168515855786,1.8723225769776504,-8.826122914349556,-0.01066495743638407,0.0023148148148148147,3.3338845708615845,0.9925305636472719,20160,33,13,20,8,25,0.24242424242424243,0.008609044980636638,-0.03056451887607381,-0.0009383790462874132,-0.0018012984979224533,1.4329057491342514,-12.927359715203432,-0.03213344339579116,0.0018353174603174603,2.3572597847115433,1.385748604155526
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,65,1.2,14,0.8,20,neutral_only,14112,2,1,1,2,0,1.0,0.005557947593282986,0.0031527272282461105,0.001575152098736411,0.001575152098736411,inf,8.532070421796616,0.0,0.0001417233560090703,0.20409609524484446,0.4324087319561284,6048,3,0,3,0,3,0.0,-0.0025459101350309155,-0.006135483061971314,-0.0020492717453367026,-0.001784535205248704,0.0,-15.82928971817658,-0.006135483061971314,0.000496031746031746,0.7144038366131967,inf,20160,5,1,4,2,3,0.4,0.0029978874231442187,-0.003002099338233033,-0.0005995022077074574,-0.001728121112660207,2.1784563177998044,-3.588324895731114,-0.006135483061971203,0.000248015873015873,0.35716057344114294,1.081021829890321
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,65,1.2,14,0.8,20,contrarian_ok,14112,4,1,3,2,2,0.5,0.005701172439367186,0.0008893157759677361,0.0002232364728682113,0.0003338130532629447,15.56680158333264,1.92031428437537,-0.002256297960263942,0.0002834467120181406,0.4081921904896889,0.7889854532890174,6048,4,0,4,1,3,0.25,0.0006101280733206149,-0.0041834400190525756,-0.0010459303823556407,-0.0017563281589544554,1.2418850715181886,-9.467736935224393,-0.004358726156999726,0.0006613756613756613,0.9525384488175956,1.517022074917234,20160,8,1,7,3,5,0.375,0.006314778958043998,-0.0032978446422917695,-0.0004113469547437147,-0.0011286791529999884,3.1469939092090216,-3.358840728232681,-0.004625840941764214,0.0003968253968253968,0.5714569175058287,1.0380784405843162
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,65,1.2,14,1.2,10,off,14112,19,10,9,4,15,0.21052631578947367,0.0005516541997474533,-0.02201559141438092,-0.0011698813332418744,-0.0009702949132041271,1.0469476288796473,-16.514631416159165,-0.022362027023574926,0.0016298185941043084,1.9389129048260223,1.786628295881716,6048,13,3,10,4,9,0.3076923076923077,0.001723083368099898,-0.013789775842873886,-0.001065041043715558,-0.001992181668990421,1.1563960255536456,-14.405557461871078,-0.013789775842873886,0.0023148148148148147,3.0957499586571857,1.2025375794244964,20160,32,13,19,8,24,0.25,0.0022756881140240104,-0.0355017771866023,-0.0011272899656218083,-0.0018396669569180834,1.099401453924919,-15.153057184771303,-0.0355017771866023,0.0018353174603174603,2.285827670023315,1.4921872535572769
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,65,1.2,14,1.2,10,neutral_only,14112,2,1,1,1,1,0.5,0.00412410529666718,0.0017206003683953863,0.0008603867800160215,0.0008603867800160215,inf,5.774635614954471,-9.53626892502557e-05,0.0001417233560090703,0.20409609524484446,0.5824149191981657,6048,3,0,3,0,3,0.0,-0.003817436875233393,-0.007403957116633442,-0.00247390761800498,-0.0020768028078729447,0.0,-15.662364301115986,-0.007403957116633442,0.000496031746031746,0.7144038366131967,inf,20160,5,1,4,1,4,0.2,0.0002909249097968747,-0.0056960959995804306,-0.0011401898587965794,-0.001992181668990421,1.0782502335832467,-6.09242364656594,-0.007403957116633331,0.000248015873015873,0.35716057344114294,1.4560372979954141
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,65,1.2,14,1.2,10,contrarian_ok,14112,4,1,3,1,3,0.25,0.004070807127676268,-0.0007351937587473101,-0.00018299824453398727,-0.0003809522654574448,7.939330680075847,-1.69546618496414,-0.0025467048450443786,0.0002834467120181406,0.4081921904896889,1.0313195153256576,6048,4,0,4,1,3,0.25,-0.0009302777636368553,-0.005718307791572341,-0.0014308749898670134,-0.002034492238431683,0.7583550679249635,-11.273191639124336,-0.005718307791572341,0.0006613756613756613,0.9525384488175956,1.6561873170732921,20160,8,1,7,2,6,0.25,0.003136742382688462,-0.006449297486120664,-0.0008069366172005003,-0.001226383269083996,1.7133721593457345,-6.084574414239929,-0.006449297486120664,0.0003968253968253968,0.5714569175058287,1.2711099228037046
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,65,1.2,14,1.2,20,off,14112,19,10,9,4,15,0.21052631578947367,-0.004717300589714868,-0.027171881540068443,-0.0014475784764545595,-0.002184411020201747,0.7123675201791552,-17.938930908456353,-0.028468068303980743,0.0016298185941043084,1.9389129048260223,1.9570511453809245,6048,13,3,10,4,9,0.3076923076923077,0.004636398100394956,-0.010918146283417807,-0.0008403483248888283,-0.0020768028078729447,1.3816412845680512,-9.83354932782546,-0.01167832766889143,0.0023148148148148147,3.0957499586571857,0.9216355233867525,20160,32,13,19,8,24,0.25,-0.00010277377281309175,-0.03779336124603605,-0.0012008912273809812,-0.0020893752773783122,0.9990030013827554,-14.058239263786662,-0.03907539605324939,0.0018353174603174603,2.285827670023315,1.3437562222114192
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,65,1.2,14,1.2,20,neutral_only,14112,2,1,1,2,0,1.0,0.005557947593282986,0.0031527272282461105,0.001575152098736411,0.001575152098736411,inf,8.532070421796616,0.0,0.0001417233560090703,0.20409609524484446,0.4324087319561284,6048,3,0,3,0,3,0.0,-0.003817436875233393,-0.007403957116633442,-0.00247390761800498,-0.0020768028078729447,0.0,-15.662364301115986,-0.007403957116633442,0.000496031746031746,0.7144038366131967,inf,20160,5,1,4,2,3,0.4,0.0017192936039562845,-0.004274572545585609,-0.0008542837313084237,-0.001992181668990421,1.4523042118666205,-4.3972910843160395,-0.007403957116633331,0.000248015873015873,0.35716057344114294,1.081021829890321
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,65,1.2,14,1.2,20,contrarian_ok,14112,4,1,3,2,2,0.5,0.0055045733169976074,0.0006934221333441126,0.00017438441482620754,0.0003338130532629447,10.377867722215864,1.44215613666747,-0.002451575944669049,0.0002834467120181406,0.4081921904896889,0.7889854532890174,6048,4,0,4,1,3,0.25,-0.0006654218966380965,-0.005454405475622481,-0.0013644072868568488,-0.002034492238431683,0.8279233810121739,-10.523142042821489,-0.005454405475622481,0.0006613756613756613,0.9525384488175956,1.517022074917234,20160,8,1,7,3,5,0.375,0.004835488556742984,-0.0047647655477593975,-0.0005950114360153206,-0.001226383269083996,2.097995939472628,-4.290380161217062,-0.006090807336023518,0.0003968253968253968,0.5714569175058287,1.0380784405843162
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,65,1.5,14,0.8,10,off,14112,17,10,7,4,13,0.23529411764705882,0.0044833352505708746,-0.015807310945086472,-0.0009359554603327745,-0.0009702949132041271,1.5802932258820548,-14.539908027481381,-0.01623234561092668,0.0013463718820861678,1.7348168095811778,1.6688368368037905,6048,14,3,11,4,10,0.2857142857142857,0.0032606162805133287,-0.013459497326440362,-0.0009655494298653805,-0.0017929168515855786,1.3630735490553687,-15.471470620770448,-0.013629858840679354,0.0023148148148148147,3.3338845708615845,1.3633434409647203,20160,31,13,18,8,23,0.25806451612903225,0.007758569966993978,-0.02905404981212334,-0.0009493204788313707,-0.0017353241814939346,1.4632344063717315,-14.265806841492362,-0.02905404981212334,0.001636904761904762,2.214395555335086,1.5154768054467906
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,65,1.5,14,0.8,10,neutral_only,14112,2,1,1,1,1,0.5,0.00412410529666718,0.0017206003683953863,0.0008603867800160215,0.0008603867800160215,inf,5.774635614954471,-9.53626892502557e-05,0.0001417233560090703,0.20409609524484446,0.5824149191981657,6048,3,0,3,0,3,0.0,-0.0025459101350309155,-0.006135483061971314,-0.0020492717453367026,-0.001784535205248704,0.0,-15.82928971817658,-0.006135483061971314,0.000496031746031746,0.7144038366131967,inf,20160,5,1,4,1,4,0.2,0.0015676955601633402,-0.004425439407992671,-0.0008854083351956131,-0.001728121112660207,1.6173753503747759,-5.578141961990149,-0.006135483061971314,0.000248015873015873,0.35716057344114294,1.4560372979954141
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,65,1.5,14,0.8,10,contrarian_ok,14112,3,1,2,1,2,0.3333333333333333,0.004659763492618874,0.0010529116745925382,0.00035141057278914334,-9.536268925027674e-05,inf,3.3216865781066804,-0.0007618409676922733,0.00021258503401360543,0.30614414286726666,0.7734896364942432,6048,4,0,4,1,3,0.25,0.0003449341444750065,-0.004447679585229403,-0.0011123980853658055,-0.0017563281589544554,1.1375326018873793,-10.371465723357977,-0.004447679585229403,0.0006613756613756613,0.9525384488175956,1.6561873170732921,20160,7,1,6,2,5,0.2857142857142857,0.005006304948627971,-0.003399450924397085,-0.0004850515175851131,-0.0006665418416646129,2.9642866194416424,-3.9010651092182664,-0.004447679585229514,0.00034722222222222224,0.5000248028176001,1.1122211824532415
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,65,1.5,14,0.8,20,off,14112,17,10,7,3,14,0.17647058823529413,-0.0005939223559964235,-0.020787970021895474,-0.0012339970141134271,-0.0018832007983248455,0.9450198657899387,-16.78694438908354,-0.022092662647691164,0.0013463718820861678,1.7348168095811778,2.0535502196284328,6048,14,3,11,4,10,0.2857142857142857,0.007873328652502787,-0.00891821701410489,-0.0006367077247962183,-0.0017929168515855786,1.8723225769776504,-8.826122914349556,-0.01066495743638407,0.0023148148148148147,3.3338845708615845,0.9925305636472719,20160,31,13,18,7,24,0.22580645161290322,0.007274730150603093,-0.029520795408062406,-0.0009642534640992038,-0.001836150214954778,1.373773988001748,-12.596915846144194,-0.0310914090792217,0.001636904761904762,2.214395555335086,1.3849360228070369
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,65,1.5,14,0.8,20,neutral_only,14112,2,1,1,2,0,1.0,0.005557947593282986,0.0031527272282461105,0.001575152098736411,0.001575152098736411,inf,8.532070421796616,0.0,0.0001417233560090703,0.20409609524484446,0.4324087319561284,6048,3,0,3,0,3,0.0,-0.0025459101350309155,-0.006135483061971314,-0.0020492717453367026,-0.001784535205248704,0.0,-15.82928971817658,-0.006135483061971314,0.000496031746031746,0.7144038366131967,inf,20160,5,1,4,2,3,0.4,0.0029978874231442187,-0.003002099338233033,-0.0005995022077074574,-0.001728121112660207,2.1784563177998044,-3.588324895731114,-0.006135483061971203,0.000248015873015873,0.35716057344114294,1.081021829890321
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,65,1.5,14,0.8,20,contrarian_ok,14112,3,1,2,2,1,0.6666666666666666,0.006094370684105677,0.0024840839619686417,0.000827920785269403,0.0013341679481905023,inf,6.4504131435577055,-0.0006665418416644808,0.00021258503401360543,0.30614414286726666,0.591739089966763,6048,4,0,4,1,3,0.25,0.0006101280733206149,-0.0041834400190525756,-0.0010459303823556407,-0.0017563281589544554,1.2418850715181886,-9.467736935224393,-0.004358726156999726,0.0006613756613756613,0.9525384488175956,1.517022074917234,20160,7,1,6,3,4,0.42857142857142855,0.006708217104069991,-0.001709748073341344,-0.00024285131051633629,-0.0006665418416646129,3.62972005649748,-1.830105488888524,-0.004358726156999948,0.00034722222222222224,0.5000248028176001,0.9083186355112767
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,65,1.5,14,1.2,10,off,14112,17,10,7,4,13,0.23529411764705882,0.000600838357221134,-0.019615948492742175,-0.0011634650433249142,-0.0009702949132041271,1.0535288172547637,-15.106311354397425,-0.019963234137734487,0.0013463718820861678,1.7348168095811778,1.6688368368037905,6048,13,3,10,4,9,0.3076923076923077,0.001723083368099898,-0.013789775842873886,-0.001065041043715558,-0.001992181668990421,1.1563960255536456,-14.405557461871078,-0.013789775842873886,0.0023148148148148147,3.0957499586571857,1.2025375794244964,20160,30,13,17,8,22,0.26666666666666666,0.0023249570199015412,-0.03313522480295583,-0.0011208146434941932,-0.0019426454431616044,1.1040949713184736,-14.30072114861542,-0.03313522480295583,0.001636904761904762,2.1429634406468576,1.428761331233136
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,65,1.5,14,1.2,10,neutral_only,14112,2,1,1,1,1,0.5,0.00412410529666718,0.0017206003683953863,0.0008603867800160215,0.0008603867800160215,inf,5.774635614954471,-9.53626892502557e-05,0.0001417233560090703,0.20409609524484446,0.5824149191981657,6048,3,0,3,0,3,0.0,-0.003817436875233393,-0.007403957116633442,-0.00247390761800498,-0.0020768028078729447,0.0,-15.662364301115986,-0.007403957116633442,0.000496031746031746,0.7144038366131967,inf,20160,5,1,4,1,4,0.2,0.0002909249097968747,-0.0056960959995804306,-0.0011401898587965794,-0.001992181668990421,1.0782502335832467,-6.09242364656594,-0.007403957116633331,0.000248015873015873,0.35716057344114294,1.4560372979954141
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,65,1.5,14,1.2,10,contrarian_ok,14112,3,1,2,1,2,0.3333333333333333,0.004659763492618874,0.0010529116745925382,0.00035141057278914334,-9.536268925027674e-05,inf,3.3216865781066804,-0.0007618409676922733,0.00021258503401360543,0.30614414286726666,0.7734896364942432,6048,4,0,4,1,3,0.25,-0.0009302777636368553,-0.005718307791572341,-0.0014308749898670134,-0.002034492238431683,0.7583550679249635,-11.273191639124336,-0.005718307791572341,0.0006613756613756613,0.9525384488175956,1.6561873170732921,20160,7,1,6,2,5,0.2857142857142857,0.0037251508546209955,-0.004671416990012389,-0.000667038320157232,-0.0006665418416646129,1.9761910796278763,-4.661592718111758,-0.00571830779157223,0.00034722222222222224,0.5000248028176001,1.1122211824532415
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,65,1.5,14,1.2,20,off,14112,17,10,7,3,14,0.17647058823529413,-0.005839642584258176,-0.02593386163496858,-0.0015431724517681938,-0.002224801197487379,0.6300132438599614,-17.458212193505553,-0.02723169792461322,0.0013463718820861678,1.7348168095811778,2.0535502196284328,6048,13,3,10,4,9,0.3076923076923077,0.004636398100394956,-0.010918146283417807,-0.0008403483248888283,-0.0020768028078729447,1.3816412845680512,-9.83354932782546,-0.01167832766889143,0.0023148148148148147,3.0957499586571857,0.9216355233867525,20160,30,13,17,7,23,0.23333333333333334,-0.0012303193916477495,-0.036568858223361866,-0.0012386153301204687,-0.0021280865346580344,0.9586543498404206,-13.715688234468843,-0.0378525245465442,0.001636904761904762,2.1429634406468576,1.3402606672326163
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,65,1.5,14,1.2,20,neutral_only,14112,2,1,1,2,0,1.0,0.005557947593282986,0.0031527272282461105,0.001575152098736411,0.001575152098736411,inf,8.532070421796616,0.0,0.0001417233560090703,0.20409609524484446,0.4324087319561284,6048,3,0,3,0,3,0.0,-0.003817436875233393,-0.007403957116633442,-0.00247390761800498,-0.0020768028078729447,0.0,-15.662364301115986,-0.007403957116633442,0.000496031746031746,0.7144038366131967,inf,20160,5,1,4,2,3,0.4,0.0017192936039562845,-0.004274572545585609,-0.0008542837313084237,-0.001992181668990421,1.4523042118666205,-4.3972910843160395,-0.007403957116633331,0.000248015873015873,0.35716057344114294,1.081021829890321
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,65,1.5,14,1.2,20,contrarian_ok,14112,3,1,2,2,1,0.6666666666666666,0.006094370684105677,0.0024840839619686417,0.000827920785269403,0.0013341679481905023,inf,6.4504131435577055,-0.0006665418416644808,0.00021258503401360543,0.30614414286726666,0.591739089966763,6048,4,0,4,1,3,0.25,-0.0006654218966380965,-0.005454405475622481,-0.0013644072868568488,-0.002034492238431683,0.8279233810121739,-10.523142042821489,-0.005454405475622481,0.0006613756613756613,0.9525384488175956,1.517022074917234,20160,7,1,6,3,4,0.42857142857142855,0.005424893459768265,-0.002983870714817982,-0.0004248381130884552,-0.0006665418416646129,2.419813370998461,-2.8244597399605045,-0.005454405475622592,0.00034722222222222224,0.5000248028176001,0.9083186355112767
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,70,1.2,14,0.8,10,off,14112,12,10,2,2,10,0.16666666666666666,0.0009330239669678164,-0.013384566425215128,-0.0011216178560235143,-0.0013528095473490309,1.1610933629726488,-14.750515361420968,-0.013734059439388102,0.0009212018140589569,1.2245765714690666,2.1240983075182505,6048,7,3,4,2,5,0.2857142857142857,-0.0001722728228147341,-0.008540867289938081,-0.0012233270315318656,-0.001784535205248704,0.9655653615854366,-14.962517455409506,-0.010098628250989616,0.0011574074074074073,1.6669422854307923,1.8345756251000944,20160,19,13,6,4,15,0.21052631578947367,0.0007605904094802884,-0.021811117909582012,-0.0011590896575265912,-0.0017353241814939346,1.0734631579456477,-14.58077899182976,-0.023348028915575747,0.000992063492063492,1.3572101790763431,2.007384565225043
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,70,1.2,14,0.8,10,neutral_only,14112,1,1,0,0,1,0.0,0.0011046373107497232,-9.53626892502557e-05,-9.536268925027674e-05,-9.536268925027674e-05,inf,-6.103076059020082,-9.53626892502557e-05,7.086167800453515e-05,0.10204804762242223,1.0863294117646212,6048,1,0,1,0,1,0.0,-0.0005845352052487041,-0.001784535205248683,-0.001784535205248704,-0.001784535205248704,0.0,-9.323043143448686,-0.001784535205248683,0.00016534391534391533,0.2381346122043989,inf,20160,2,1,1,0,2,0.0,0.0005194564061039575,-0.0018797277164227522,-0.0009399489472494903,-0.0009399489472494903,1.8897703693992727,-5.371359989504756,-0.0018797277164227522,9.92063492063492e-05,0.14286422937645718,2.1726588235292423
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,70,1.2,14,0.8,10,contrarian_ok,14112,1,1,0,0,1,0.0,0.0011046373107497232,-9.53626892502557e-05,-9.536268925027674e-05,-9.536268925027674e-05,inf,-6.103076059020082,-9.53626892502557e-05,7.086167800453515e-05,0.10204804762242223,1.0863294117646212,6048,1,0,1,0,1,0.0,-0.0005845352052487041,-0.001784535205248683,-0.001784535205248704,-0.001784535205248704,0.0,-9.323043143448686,-0.001784535205248683,0.00016534391534391533,0.2381346122043989,inf,20160,2,1,1,0,2,0.0,0.0005194564061039575,-0.0018797277164227522,-0.0009399489472494903,-0.0009399489472494903,1.8897703693992727,-5.371359989504756,-0.0018797277164227522,9.92063492063492e-05,0.14286422937645718,2.1726588235292423
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,70,1.2,14,0.8,20,off,14112,12,10,2,2,10,0.16666666666666666,-0.0012610727121594723,-0.015549876119016592,-0.001304320874728845,-0.0019436537826790987,0.8360652238295504,-15.04404821618736,-0.0168615479304014,0.0009212018140589569,1.2245765714690666,2.255490274703196,6048,7,3,4,2,5,0.2857142857142857,0.0030268953061305393,-0.005364670335085031,-0.0007655691307041409,-0.001784535205248704,1.6412933372980574,-7.876254581154613,-0.008269786624804376,0.0011574074074074073,1.6669422854307923,1.0792724472529287,20160,19,13,6,4,15,0.21052631578947367,0.0017620054588978196,-0.020831126494971652,-0.0011058333900881643,-0.001836150214954778,1.144540767347684,-11.953651780636546,-0.024991893151657396,0.000992063492063492,1.3572101790763431,1.6093236737401122
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,70,1.2,14,0.8,20,neutral_only,14112,1,1,0,1,0,1.0,0.002534167948190502,0.0013341679481904123,0.0013341679481905023,0.0013341679481905023,inf,6.103076059020082,0.0,7.086167800453515e-05,0.10204804762242223,0.47352820512817556,6048,1,0,1,0,1,0.0,-0.0005845352052487041,-0.001784535205248683,-0.001784535205248704,-0.001784535205248704,0.0,-9.323043143448686,-0.001784535205248683,0.00016534391534391533,0.2381346122043989,inf,20160,2,1,1,1,1,0.5,0.001948151432560108,-0.0004527481267315725,-0.00022518362852910084,-0.00022518362852910084,4.335355553327676,-1.0320692607750277,-0.001784535205248683,9.92063492063492e-05,0.14286422937645718,0.9470564102563511
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,70,1.2,14,0.8,20,contrarian_ok,14112,1,1,0,1,0,1.0,0.002534167948190502,0.0013341679481904123,0.0013341679481905023,0.0013341679481905023,inf,6.103076059020082,0.0,7.086167800453515e-05,0.10204804762242223,0.47352820512817556,6048,1,0,1,0,1,0.0,-0.0005845352052487041,-0.001784535205248683,-0.001784535205248704,-0.001784535205248704,0.0,-9.323043143448686,-0.001784535205248683,0.00016534391534391533,0.2381346122043989,inf,20160,2,1,1,1,1,0.5,0.001948151432560108,-0.0004527481267315725,-0.00022518362852910084,-0.00022518362852910084,4.335355553327676,-1.0320692607750277,-0.001784535205248683,9.92063492063492e-05,0.14286422937645718,0.9470564102563511
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,70,1.2,14,1.2,10,off,14112,12,10,2,2,10,0.16666666666666666,-0.001988592561596225,-0.016267850798735828,-0.0013648995857300807,-0.001486640592722431,0.7740622419818248,-14.808679781636352,-0.016616322454725885,0.0009212018140589569,1.2245765714690666,2.1240983075182505,6048,7,3,4,2,5,0.2857142857142857,-0.000864235310360284,-0.00922786703096723,-0.0013216447279414847,-0.0018931092173327879,0.8599519410879256,-13.9380469828532,-0.010784548591626475,0.0011574074074074073,1.6669422854307923,1.606537499766345,20160,19,13,6,4,15,0.21052631578947367,-0.0028511092600468357,-0.02534560026565258,-0.0013489635854921768,-0.0018931092173327879,0.8092564681629661,-14.291701085277499,-0.026876957962941872,0.000992063492063492,1.3572101790763431,1.8987368082113194
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.5,30,70,1.2,14,1.2,10,neutral_only,14112,1,1,0,0,1,0.0,0.0011046373107497232,-9.53626892502557e-05,-9.536268925027674e-05,-9.536268925027674e-05,inf,-6.103076059020082,-9.53626892502557e-05,7.086167800453515e-05,0.10204804762242223,1.0863294117646212,6048,1,0,1,0,1,0.0,-0.0008768028078729451,-0.002076802807872924,-0.0020768028078729447,-0.0020768028078729447,0.0,-9.32304314344869,-0.002076802807872924,0.00016534391534391533,0.2381346122043989,inf,20160,2,1,1,0,2,0.0,0.00022686595378096364,-0.0021719674476223805,-0.0010860827485616106,-0.0010860827485616106,1.2598469129330079,-5.335000400094195,-0.0021719674476223805,9.92063492063492e-05,0.14286422937645718,2.1726588235292423
