symbol,strategy,vwap_window,z_window,z_threshold,rsi_long,rsi_short,volume_multiple,atr_period,atr_stop,max_hold,markov_gate,train_bars,train_trades,train_long_trades,train_short_trades,train_wins,train_losses,train_win_rate,train_gross_total_return,train_net_total_return,train_avg_trade_return_net,train_median_trade_return_net,train_profit_factor,train_sharpe_per_bar,train_max_drawdown,train_exposure,train_trades_per_day,train_fee_to_gross_profit,test_bars,test_trades,test_long_trades,test_short_trades,test_wins,test_losses,test_win_rate,test_gross_total_return,test_net_total_return,test_avg_trade_return_net,test_median_trade_return_net,test_profit_factor,test_sharpe_per_bar,test_max_drawdown,test_exposure,test_trades_per_day,test_fee_to_gross_profit,all_bars,all_trades,all_long_trades,all_short_trades,all_wins,all_losses,all_win_rate,all_gross_total_return,all_net_total_return,all_avg_trade_return_net,all_median_trade_return_net,all_profit_factor,all_sharpe_per_bar,all_max_drawdown,all_exposure,all_trades_per_day,all_fee_to_gross_profit
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.0,30,65,1.2,14,1.2,20,neutral_only,14112,4,1,3,2,2,0.5,0.006248333995313438,0.0014345131179493986,0.00035935813558824587,0.000649932336379645,14.033524167249157,3.121694706397575,-0.0017128140747263432,0.0002834467120181406,0.4081921904896889,0.7147110394590057,6048,4,0,4,0,4,0.0,-0.004296575883943721,-0.009072486349869124,-0.002275674488702771,-0.002034492238431683,0.0,-17.95566821948411,-0.009072486349869124,0.0006613756613756613,0.9525384488175956,inf,20160,8,1,7,2,6,0.25,0.0019249116702106939,-0.007650987832600986,-0.0009581581765572626,-0.001679771740242385,1.4046489888215647,-7.117045976093002,-0.009072486349869124,0.0003968253968253968,0.5714569175058287,1.4294220789180114
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.0,30,65,1.2,14,1.2,20,contrarian_ok,14112,6,1,5,2,4,0.3333333333333333,0.006194923073825409,-0.0010205796445721393,-0.0001692223326358347,-0.00035042255854791254,6.808326652820722,-1.824699600269464,-0.0041601909256122616,0.00042517006802721087,0.6122882857345333,0.9931775488586626,6048,5,0,5,1,4,0.2,-0.0011460769460703846,-0.0071262118566245425,-0.0014277208496447078,-0.001992181668990421,0.7353743487965723,-13.00180886797355,-0.0071262118566245425,0.0008267195767195767,1.1906730610219944,1.8962775936465424,20160,11,1,10,3,8,0.2727272727272727,0.005041746269237368,-0.008139518634432963,-0.0007412671130944134,-0.0016785683796886263,1.9401155450125511,-6.777645182346242,-0.00946106393436641,0.0005456349206349206,0.7857532615705144,1.267578920474045
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.0,30,65,1.5,14,0.8,10,off,14112,23,10,13,4,19,0.17391304347826086,0.0029861792422687383,-0.02433040714335377,-0.0010696225915371488,-0.001549605505372219,1.2882543098291388,-19.413400752857175,-0.02433040714335377,0.0017715419501133788,2.3471050953157113,2.0594587948258196,6048,17,3,14,4,13,0.23529411764705882,0.0033272693117589736,-0.016941398648494754,-0.001002982059329675,-0.001728121112660207,1.3398360437417034,-18.78367301160673,-0.01711115888789494,0.0028108465608465607,4.048288407474781,1.5448746722326914,20160,40,13,27,8,32,0.2,0.006323384376579533,-0.04085961466515298,-0.0010413003653489724,-0.0016788427448645382,1.3133484818602794,-18.55154157529579,-0.04085961466515298,0.0020833333333333333,2.8572845875291435,1.8040681429906793
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.0,30,65,1.5,14,0.8,10,neutral_only,14112,3,1,2,1,2,0.3333333333333333,0.003803743932615289,0.0001989411115406181,6.72426578576776e-05,-9.536268925027674e-05,12.915939711836332,0.5195494641665096,-0.0016142634154370228,0.00021258503401360543,0.30614414286726666,0.8736223787972486,6048,4,0,4,0,4,0.0,-0.0028657438559723802,-0.007646803206438069,-0.0019171163258018475,-0.0017563281589544554,0.0,-18.206256898187362,-0.007646803206438069,0.0006613756613756613,0.9525384488175956,inf,20160,7,1,6,1,6,0.14285714285714285,0.0009270995208383592,-0.007449383358427153,-0.0010666767613763367,-0.001520650067197281,1.2927872884736453,-8.311792397522836,-0.00764680320643818,0.00034722222222222224,0.5000248028176001,2.03845221719358
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.0,30,65,1.5,14,0.8,10,contrarian_ok,14112,4,1,3,1,3,0.25,0.004339231229183671,-0.00046773333269878314,-0.00011620346702289507,-0.0003809522654574448,14.587983397680969,-1.1524035092392135,-0.0022797292829916938,0.0002834467120181406,0.4081921904896889,1.0313195153256576,6048,5,0,5,1,4,0.2,2.4173474121091942e-05,-0.005961566288166575,-0.0011940484817321005,-0.001728121112660207,1.0103740461166544,-13.0083810193893,-0.005961566288166575,0.0008267195767195767,1.1906730610219944,2.070234146341615,20160,9,1,8,2,7,0.2222222222222222,0.0043635095975991245,-0.0064265111975972955,-0.0007150062529724537,-0.0015190455864590102,2.369389430918852,-6.65610302455432,-0.0064265111975972955,0.0004464285714285714,0.6428890321940572,1.4299986631541675
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.0,30,65,1.5,14,0.8,20,off,14112,23,10,13,4,19,0.17391304347826086,-0.001528523943538418,-0.02872741751555663,-0.0012657054575247355,-0.0018562740134677946,0.8853354687458179,-20.701267013253673,-0.030021531698399495,0.0017715419501133788,2.3471050953157113,2.3653806449317374,6048,17,3,14,5,12,0.29411764705882354,0.008616260828140154,-0.011753030618463778,-0.0006926865801570426,-0.001728121112660207,1.8750643974347065,-11.326054606167633,-0.013843427404965136,0.0028108465608465607,4.048288407474781,1.1038974297377897,20160,40,13,27,9,31,0.225,0.0070745667236220555,-0.0401428139163702,-0.001022172434643466,-0.0017599296933713193,1.3087929120117867,-16.12633974552729,-0.0416962370208428,0.0020833333333333333,2.8572845875291435,1.5921300970321168
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.0,30,65,1.5,14,0.8,20,neutral_only,14112,3,1,2,2,1,0.6666666666666666,0.005237128768174504,0.0016288925054057657,0.0005437528703379372,0.0013341679481905023,17.396586673001675,3.6632063390884144,-0.0015190455864589891,0.00021258503401360543,0.30614414286726666,0.6486130979341926,6048,4,0,4,0,4,0.0,-0.0028657438559723802,-0.007646803206438069,-0.0019171163258018475,-0.0017563281589544554,0.0,-18.206256898187362,-0.007646803206438069,0.0006613756613756613,0.9525384488175956,inf,20160,7,1,6,2,5,0.2857142857142857,0.0023563766426117905,-0.006030366521465602,-0.0008624580988847969,-0.001520650067197281,1.7412659562878252,-6.454193377745746,-0.007646803206438069,0.00034722222222222224,0.5000248028176001,1.5134305618464494
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.0,30,65,1.5,14,0.8,20,contrarian_ok,14112,4,1,3,2,2,0.5,0.005773380715577758,0.0009612649387307215,0.00024117919233729974,0.0003338130532629447,19.06863035884631,2.104023059391571,-0.002184574920680693,0.0002834467120181406,0.4081921904896889,0.7889854532890174,6048,5,0,5,1,4,0.2,0.0002892823685154422,-0.005697728537903846,-0.0011408743193239688,-0.001728121112660207,1.1030615231948584,-12.110987508064927,-0.0058727481269735815,0.0008267195767195767,1.1906730610219944,1.8962775936465424,20160,9,1,8,3,6,0.3333333333333333,0.006064333221341256,-0.004741940625846874,-0.0005266283141411828,-0.0015190455864590102,2.901278264609668,-4.647630713031311,-0.006068012825815927,0.0004464285714285714,0.6428890321940572,1.1678382456573557
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.0,30,65,1.5,14,1.2,10,off,14112,23,10,13,4,19,0.17391304347826086,-0.002223259526399013,-0.029404045057888073,-0.0012957725640043826,-0.0017244082580582176,0.8588362065527775,-19.810993200755014,-0.029404045057888073,0.0017715419501133788,2.3471050953157113,2.0594587948258196,6048,16,3,13,4,12,0.25,0.001381115002111688,-0.017671739833258204,-0.0011116369918541466,-0.0019175500245808485,1.1136404235025241,-17.780901238641654,-0.017671739833258204,0.0028108465608465607,3.8101537952703826,1.385793789286117,20160,39,13,26,8,31,0.20512820512820512,-0.0008452151013722542,-0.04655616425683784,-0.0012202297651735165,-0.0018931092173327879,0.9718684556082208,-18.568473930548258,-0.04655616425683784,0.0020833333333333333,2.7858524728409146,1.7170245051284638
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.0,30,65,1.5,14,1.2,10,neutral_only,14112,3,1,2,1,2,0.3333333333333333,0.0036435632505891213,3.9143843334255024e-05,1.4068393447805552e-05,-9.536268925027674e-05,8.610626474555557,0.10407461446251588,-0.001773770996144064,0.00021258503401360543,0.30614414286726666,0.8736223787972486,6048,4,0,4,0,4,0.0,-0.004296575883943721,-0.009072486349869124,-0.002275674488702771,-0.002034492238431683,0.0,-17.95566821948411,-0.009072486349869124,0.0006613756613756613,0.9525384488175956,inf,20160,7,1,6,1,6,0.14285714285714285,-0.0006686674793484615,-0.009033697638519134,-0.0012943561106382381,-0.0016809751007961437,0.8618581923157435,-8.670519495728426,-0.009072486349869013,0.00034722222222222224,0.5000248028176001,2.03845221719358
ETHUSDT,vwap_volume_rsi_reversion,120,240,1.0,30,65,1.5,14,1.2,10,contrarian_ok,14112,4,1,3,1,3,0.25,0.004178965097465959,-0.0006274240893396898,-0.0001560841653302991,-0.0003809522654574448,9.72532226511839,-1.486596513299038,-0.0024391305452221568,0.0002834467120181406,0.4081921904896889,1.0313195153256576,6048,5,0,5,1,4,0.2,-0.0014108054239917456,-0.007389670559352135,-0.0014808950120528395,-0.001992181668990421,0.6735826974111029,-13.744055179544633,-0.007389670559352135,0.0008267195767195767,1.1906730610219944,2.070234146341615,20160,9,1,8,2,7,0.2222222222222222,0.0027622639668480886,-0.008012458191370642,-0.0008920901912872659,-0.0016785683796886263,1.5795929539458646,-7.269931477355273,-0.008012458191370642,0.0004464285714285714,0.6428890321940572,1.4299986631541675
